timestamp,watts,volts,amps
2026-03-23T21:15:58.937288,8.0,120.6,0.388
2026-03-23T21:15:58.938693,8.0,120.5,0.387
2026-03-23T21:15:58.940029,8.0,120.5,0.387
2026-03-23T21:15:58.941371,8.0,120.5,0.386
2026-03-23T21:15:58.942746,8.0,120.6,0.386
2026-03-23T21:15:58.944072,8.0,120.5,0.39
2026-03-23T21:15:58.945420,8.0,120.5,0.388
2026-03-23T21:15:58.946746,8.0,120.5,0.386
2026-03-23T21:15:58.948074,8.0,120.5,0.386
2026-03-23T21:15:58.949414,8.0,120.6,0.386
2026-03-23T21:15:58.950740,8.0,120.5,0.388
2026-03-23T21:15:58.952065,8.0,120.6,0.387
2026-03-23T21:15:58.953653,8.1,120.7,0.387
2026-03-23T21:15:58.955273,8.1,120.6,0.387
2026-03-23T21:15:58.957389,8.0,120.6,0.387
2026-03-23T21:15:58.958880,8.1,120.6,0.387
2026-03-23T21:15:58.960276,8.0,120.6,0.387
2026-03-23T21:15:58.960807,8.0,120.6,0.386
2026-03-23T21:15:59.246875,8.0,120.6,0.386
2026-03-23T21:16:00.250056,8.1,120.4,0.39
2026-03-23T21:16:01.260166,8.0,120.4,0.391
2026-03-23T21:16:02.252276,8.0,120.5,0.386
2026-03-23T21:16:03.260063,8.0,120.5,0.387
2026-03-23T21:16:04.248402,8.0,120.5,0.385
2026-03-23T21:16:05.259378,8.1,120.5,0.385
2026-03-23T21:16:06.263805,8.0,120.5,0.384
2026-03-23T21:16:07.253772,8.0,120.5,0.387
2026-03-23T21:16:08.261007,8.0,120.5,0.386
2026-03-23T21:16:09.252047,8.0,120.5,0.386
2026-03-23T21:16:10.258474,8.0,120.5,0.387
2026-03-23T21:16:11.264561,8.0,120.5,0.385
2026-03-23T21:16:12.255669,8.0,120.5,0.385
2026-03-23T21:16:13.259209,8.0,120.5,0.387
2026-03-23T21:16:14.253296,8.0,120.5,0.386
2026-03-23T21:16:15.258396,8.0,120.6,0.386
2026-03-23T21:16:16.267847,8.0,120.6,0.386
2026-03-23T21:16:17.257938,8.0,120.6,0.386
2026-03-23T21:16:18.268787,8.0,120.5,0.387
2026-03-23T21:16:19.257349,8.0,120.6,0.387
2026-03-23T21:16:20.264237,8.0,120.6,0.386
2026-03-23T21:16:21.257371,8.0,120.6,0.387
2026-03-23T21:16:22.262862,8.0,120.6,0.387
2026-03-23T21:16:23.271196,8.0,120.7,0.386
2026-03-23T21:16:24.261368,8.0,120.7,0.385
2026-03-23T21:16:25.266956,8.0,120.6,0.385
2026-03-23T21:16:26.261330,8.0,120.6,0.385
2026-03-23T21:16:27.267467,8.0,120.6,0.386
2026-03-23T21:16:28.260531,8.0,120.6,0.386
2026-03-23T21:16:29.265878,8.0,120.6,0.385
2026-03-23T21:16:30.275231,8.0,120.7,0.385
2026-03-23T21:16:31.266008,8.0,120.7,0.384
2026-03-23T21:16:32.273530,8.0,120.6,0.386
2026-03-23T21:16:33.263626,8.0,120.7,0.386
2026-03-23T21:16:34.270712,8.0,120.7,0.386
2026-03-23T21:16:35.264416,8.0,120.5,0.386
2026-03-23T21:16:36.270971,8.0,120.6,0.385
2026-03-23T21:16:37.278477,7.9,120.7,0.387
2026-03-23T21:16:38.266600,8.0,120.5,0.387
2026-03-23T21:16:39.274323,8.0,120.5,0.387
2026-03-23T21:16:40.283864,7.9,120.6,0.386
