timestamp,watts,volts,amps
2026-03-16T00:33:07.084466,4.2,120.5,0.369
2026-03-16T00:33:08.089031,4.1,120.5,0.371
2026-03-16T00:33:09.097347,4.1,120.5,0.372
2026-03-16T00:33:10.087452,4.1,120.6,0.37
2026-03-16T00:33:11.094354,4.2,120.6,0.369
2026-03-16T00:33:12.086142,4.2,120.6,0.369
2026-03-16T00:33:13.091066,4.1,120.6,0.369
2026-03-16T00:33:14.097406,4.2,120.6,0.371
2026-03-16T00:33:15.090072,4.1,120.6,0.371
2026-03-16T00:33:16.096362,4.2,120.5,0.371
2026-03-16T00:33:17.089245,4.2,120.5,0.369
2026-03-16T00:33:18.093710,4.2,120.5,0.37
2026-03-16T00:33:19.087253,4.1,120.5,0.37
2026-03-16T00:33:20.094159,4.1,120.5,0.37
2026-03-16T00:33:21.103934,4.2,120.5,0.372
2026-03-16T00:33:22.092825,4.2,120.5,0.37
2026-03-16T00:33:23.100044,4.1,120.5,0.371
2026-03-16T00:33:24.089244,4.2,120.5,0.372
2026-03-16T00:33:25.096265,4.2,120.6,0.371
2026-03-16T00:33:26.105682,4.2,120.6,0.373
2026-03-16T00:33:27.095246,4.2,120.6,0.371
2026-03-16T00:33:28.101327,4.2,120.6,0.372
2026-03-16T00:33:29.095057,4.2,120.5,0.371
2026-03-16T00:33:30.103522,4.2,120.5,0.372
2026-03-16T00:33:31.094594,4.2,120.5,0.372
2026-03-16T00:33:32.099656,4.2,120.5,0.372
2026-03-16T00:33:33.109156,4.2,120.6,0.372
2026-03-16T00:33:34.108346,4.2,120.6,0.372
2026-03-16T00:33:35.104838,4.3,120.6,0.373
2026-03-16T00:33:36.097791,4.3,120.6,0.373
2026-03-16T00:33:37.103560,4.2,120.6,0.371
2026-03-16T00:33:38.098339,4.2,120.4,0.371
2026-03-16T00:33:39.115817,4.2,120.4,0.373
2026-03-16T00:33:40.112419,4.2,120.6,0.372
2026-03-16T00:33:41.102415,4.3,120.6,0.37
2026-03-16T00:33:42.107959,4.2,120.6,0.371
2026-03-16T00:33:43.101327,4.2,120.5,0.372
2026-03-16T00:33:44.105820,4.2,120.5,0.373
2026-03-16T00:33:45.114630,4.2,120.6,0.369
2026-03-16T00:33:46.105306,4.2,120.6,0.371
2026-03-16T00:33:47.112265,4.2,120.5,0.371
2026-03-16T00:33:48.103078,4.2,120.5,0.371
2026-03-16T00:33:49.107970,4.1,120.6,0.371
2026-03-16T00:33:50.101890,4.1,120.5,0.37
2026-03-16T00:33:51.108260,4.1,120.6,0.372
2026-03-16T00:33:52.101320,4.1,120.6,0.371
2026-03-16T00:33:53.107417,4.1,120.6,0.371
2026-03-16T00:33:54.115852,4.2,120.6,0.371
2026-03-16T00:33:55.105451,4.2,120.6,0.37
2026-03-16T00:33:56.111745,4.1,120.5,0.37
2026-03-16T00:33:57.105785,4.1,120.5,0.371
2026-03-16T00:33:58.112788,4.1,120.5,0.372
2026-03-16T00:33:59.104220,4.1,120.6,0.369
2026-03-16T00:34:00.108549,4.1,120.6,0.37
2026-03-16T00:34:01.103204,4.1,120.6,0.37
2026-03-16T00:34:02.109846,4.1,120.6,0.37
2026-03-16T00:34:03.103066,4.1,120.6,0.37
2026-03-16T00:34:04.109849,4.0,120.6,0.371
2026-03-16T00:34:05.116445,4.1,120.5,0.369
2026-03-16T00:34:06.103930,4.0,120.5,0.371
