timestamp,watts,volts,amps
2026-03-27T15:18:28.495577,9.6,120.6,0.392
2026-03-27T15:18:29.503139,9.6,120.5,0.391
2026-03-27T15:18:30.509707,9.5,120.6,0.391
2026-03-27T15:18:31.499812,9.5,120.7,0.39
2026-03-27T15:18:32.509805,9.6,120.7,0.389
2026-03-27T15:18:33.500474,9.6,120.7,0.389
2026-03-27T15:18:34.508949,9.6,120.7,0.389
2026-03-27T15:18:35.513243,9.6,120.7,0.391
2026-03-27T15:18:36.501920,9.6,120.6,0.39
2026-03-27T15:18:37.518754,9.6,120.5,0.392
2026-03-27T15:18:38.498553,9.6,120.5,0.392
2026-03-27T15:18:39.505818,9.6,120.5,0.392
2026-03-27T15:18:40.511295,9.6,120.4,0.393
2026-03-27T15:18:41.502608,9.6,120.5,0.385
2026-03-27T15:18:42.512462,9.4,120.5,0.385
2026-03-27T15:18:43.503344,9.3,120.6,0.385
2026-03-27T15:18:44.507981,9.2,120.6,0.385
2026-03-27T15:18:45.516970,9.0,120.6,0.384
