arm_freq,arm_freq_min,conv_avg_ms,core_freq,core_freq_min,gpu_freq,gpu_freq_min,idle_power_w,over_voltage,over_voltage_min,run_dir,run_power_w,total_exec_ms,v3d_freq,v3d_freq_min
0,1500,1563.465067,0,500,0,0,3.4466666666666668,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1500_core_freq_min500_v3d_freq_min500\run8,5.583870967741936,31269.345222,0,500
0,1500,1557.725869,0,500,0,0,3.4266666666666667,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1500_core_freq_min500_v3d_freq_min500\run9,5.570967741935483,31154.562389,0,500
0,1600,1524.857885,0,500,0,0,3.8366666666666664,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1600_core_freq_min500_v3d_freq_min500\run1,5.713333333333334,30497.225482,0,500
0,1600,1503.422719,0,500,0,0,3.8183333333333334,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1600_core_freq_min500_v3d_freq_min500\run2,5.7733333333333325,30068.499815,0,500
0,1600,1519.423783,0,500,0,0,3.81,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1600_core_freq_min500_v3d_freq_min500\run3,5.763333333333334,30388.527408,0,500
0,1600,1486.66924,0,500,0,0,3.7616666666666663,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1600_core_freq_min500_v3d_freq_min500\run4,5.783333333333333,29733.433075,0,500
0,1600,1518.921919,0,500,0,0,3.8549999999999995,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1600_core_freq_min500_v3d_freq_min500\run5,5.760000000000001,30378.478648,0,500
0,1600,1479.119179,0,500,0,0,3.831666666666666,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1600_core_freq_min500_v3d_freq_min500\run6,5.763333333333334,29582.428037,0,500
0,1600,1511.382824,0,500,0,0,3.8299999999999996,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1600_core_freq_min500_v3d_freq_min500\run7,5.760000000000001,30227.699723,0,500
0,1600,1485.686521,0,500,0,0,3.878333333333333,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1600_core_freq_min500_v3d_freq_min500\run8,5.836666666666667,29713.781186,0,500
0,1600,1509.620636,0,500,0,0,3.8449999999999998,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1600_core_freq_min500_v3d_freq_min500\run9,5.79,30192.454464,0,500
0,1700,1452.550083,0,500,0,0,3.7733333333333334,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1700_core_freq_min500_v3d_freq_min500\run1,5.80344827586207,29051.050946,0,500
0,1700,1479.014002,0,500,0,0,3.8233333333333333,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1700_core_freq_min500_v3d_freq_min500\run2,5.753333333333333,29580.324278,0,500
0,1700,1433.944061,0,500,0,0,3.8366666666666664,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1700_core_freq_min500_v3d_freq_min500\run3,5.837931034482759,28678.928039,0,500
0,1700,1454.815788,0,500,0,0,3.865,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1700_core_freq_min500_v3d_freq_min500\run4,5.858620689655172,29096.357761,0,500
0,1700,1470.313349,0,500,0,0,3.838333333333333,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1700_core_freq_min500_v3d_freq_min500\run5,5.913793103448276,29406.315038,0,500
0,1700,1439.217278,0,500,0,0,3.8449999999999998,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1700_core_freq_min500_v3d_freq_min500\run6,5.872413793103449,28784.395168,0,500
0,1700,1453.886069,0,500,0,0,3.8333333333333335,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1700_core_freq_min500_v3d_freq_min500\run7,5.862068965517241,29077.767168,0,500
0,1700,1452.916384,0,500,0,0,3.8,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1700_core_freq_min500_v3d_freq_min500\run8,5.875862068965517,29058.374724,0,500
0,1700,1453.483359,0,500,0,0,3.8449999999999998,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1700_core_freq_min500_v3d_freq_min500\run9,5.834482758620689,29069.712983,0,500
0,1800,1388.461428,0,500,0,0,3.7966666666666664,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1800_core_freq_min500_v3d_freq_min500\run1,6.05,27769.270206,0,500
0,1800,1394.062927,0,500,0,0,3.8233333333333333,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1800_core_freq_min500_v3d_freq_min500\run2,6.028571428571429,27881.303131,0,500
0,1800,1410.839272,0,500,0,0,3.7766666666666664,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1800_core_freq_min500_v3d_freq_min500\run3,6.0249999999999995,28216.830187,0,500
0,1800,1408.253608,0,500,0,0,3.788333333333333,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1800_core_freq_min500_v3d_freq_min500\run4,6.05,28165.117502,0,500
0,1800,1427.021408,0,500,0,0,3.8433333333333333,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1800_core_freq_min500_v3d_freq_min500\run5,6.06206896551724,28540.474446,0,500
0,1800,1399.387653,0,500,0,0,3.8433333333333333,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1800_core_freq_min500_v3d_freq_min500\run6,5.996428571428572,27987.795558,0,500
0,1800,1416.886975,0,500,0,0,3.8016666666666667,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1800_core_freq_min500_v3d_freq_min500\run7,6.021428571428571,28337.784243,0,500
0,1800,1399.073021,0,500,0,0,3.838333333333333,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1800_core_freq_min500_v3d_freq_min500\run8,6.053571428571429,27981.50802,0,500
0,1800,1402.672132,0,500,0,0,3.885,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1800_core_freq_min500_v3d_freq_min500\run9,6.05,28053.489872,0,500
0,1900,1369.804886,0,500,0,0,3.8400000000000003,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1900_core_freq_min500_v3d_freq_min500\run1,6.229629629629629,27396.141466,0,500
0,1900,1385.66673,0,500,0,0,3.85,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1900_core_freq_min500_v3d_freq_min500\run2,6.278571428571429,27713.384872,0,500
0,1900,1376.356529,0,500,0,0,3.863333333333333,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1900_core_freq_min500_v3d_freq_min500\run3,6.1499999999999995,27527.174891,0,500
0,1900,1372.615046,0,500,0,0,3.8583333333333334,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1900_core_freq_min500_v3d_freq_min500\run4,6.207407407407407,27452.347391,0,500
0,1900,1362.833509,0,500,0,0,3.788333333333333,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1900_core_freq_min500_v3d_freq_min500\run5,6.174074074074074,27256.713965,0,500
0,1900,1360.508208,0,500,0,0,3.7983333333333333,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1900_core_freq_min500_v3d_freq_min500\run6,6.148148148148148,27210.214243,0,500
0,1900,1396.445237,0,500,0,0,3.7866666666666666,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1900_core_freq_min500_v3d_freq_min500\run7,6.178571428571429,27928.946798,0,500
0,1900,1371.824209,0,500,0,0,3.9066666666666667,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1900_core_freq_min500_v3d_freq_min500\run8,6.2444444444444445,27436.533965,0,500
0,1900,1356.109316,0,500,0,0,3.8183333333333334,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min1900_core_freq_min500_v3d_freq_min500\run9,6.218518518518518,27122.242299,0,500
0,2100,1281.401314,0,500,0,0,3.9099999999999997,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min2100_core_freq_min500_v3d_freq_min500\run1,6.576923076923077,25628.069781,0,500
0,2100,1269.952375,0,500,0,0,3.908333333333333,0,0,bench_logs\2026-03-13\CPU_test_4_arm_freq_min2100_core_freq_min500_v3d_freq_min500\run2,6.632,25399.091374,0,500
