timestamp,watts,volts,amps
2026-03-16T14:43:54.125503,4.3,120.2,0.37
2026-03-16T14:43:55.135879,4.4,120.1,0.37
2026-03-16T14:43:56.122811,4.4,120.2,0.37
2026-03-16T14:43:57.130510,4.4,120.2,0.37
2026-03-16T14:43:58.129938,4.4,120.1,0.371
2026-03-16T14:43:59.127888,4.4,120.2,0.369
2026-03-16T14:44:00.120713,4.4,120.0,0.37
2026-03-16T14:44:01.128007,4.4,120.2,0.369
2026-03-16T14:44:02.120274,4.4,120.1,0.369
2026-03-16T14:44:03.127415,4.4,120.2,0.369
2026-03-16T14:44:04.134719,4.4,120.1,0.37
2026-03-16T14:44:05.125650,4.3,120.2,0.37
2026-03-16T14:44:06.117467,4.4,120.1,0.369
2026-03-16T14:44:07.125144,4.4,120.2,0.369
2026-03-16T14:44:08.131676,4.4,120.1,0.37
2026-03-16T14:44:09.122226,4.4,120.1,0.369
2026-03-16T14:44:10.132091,4.3,120.2,0.369
2026-03-16T14:44:11.122355,4.4,120.2,0.368
2026-03-16T14:44:12.126950,4.4,120.2,0.37
2026-03-16T14:44:13.119773,4.4,120.1,0.369
2026-03-16T14:44:14.126926,4.4,120.2,0.367
2026-03-16T14:44:15.121672,4.4,120.1,0.369
2026-03-16T14:44:16.125663,4.4,120.2,0.37
2026-03-16T14:44:17.119298,4.4,120.3,0.369
2026-03-16T14:44:18.125129,4.4,120.3,0.368
2026-03-16T14:44:19.117828,4.3,120.3,0.371
2026-03-16T14:44:20.124495,4.3,120.2,0.37
2026-03-16T14:44:21.119339,4.4,120.3,0.369
2026-03-16T14:44:22.124370,4.3,120.3,0.368
2026-03-16T14:44:23.118293,4.3,120.3,0.369
2026-03-16T14:44:24.124821,4.3,120.3,0.37
2026-03-16T14:44:25.129627,4.3,120.3,0.369
2026-03-16T14:44:26.123674,4.3,120.3,0.369
2026-03-16T14:44:27.130965,4.3,120.4,0.369
2026-03-16T14:44:28.120587,4.4,120.3,0.369
2026-03-16T14:44:29.126752,4.3,120.3,0.368
2026-03-16T14:44:30.120284,4.3,120.4,0.37
2026-03-16T14:44:31.127638,4.4,120.3,0.369
2026-03-16T14:44:32.117849,4.4,120.3,0.368
2026-03-16T14:44:33.124201,4.3,120.3,0.37
2026-03-16T14:44:34.117791,4.4,120.4,0.369
2026-03-16T14:44:35.122932,4.4,120.3,0.368
2026-03-16T14:44:36.117831,4.3,120.3,0.369
2026-03-16T14:44:37.123016,4.3,120.4,0.369
2026-03-16T14:44:38.115993,4.4,120.3,0.369
2026-03-16T14:44:39.122048,4.3,120.4,0.368
2026-03-16T14:44:40.114253,4.3,120.3,0.368
2026-03-16T14:44:41.121682,4.3,120.3,0.369
2026-03-16T14:44:42.115390,4.4,120.4,0.368
2026-03-16T14:44:43.122089,4.4,120.4,0.369
2026-03-16T14:44:44.115702,4.4,120.4,0.369
2026-03-16T14:44:45.119583,4.4,120.3,0.368
2026-03-16T14:44:46.114492,4.3,120.2,0.368
2026-03-16T14:44:47.120708,4.4,120.4,0.369
2026-03-16T14:44:48.114109,4.4,120.3,0.37
2026-03-16T14:44:49.119271,4.3,120.4,0.369
2026-03-16T14:44:50.128342,4.3,120.3,0.37
2026-03-16T14:44:51.118858,4.4,120.3,0.368
2026-03-16T14:44:52.111883,4.3,120.3,0.37
2026-03-16T14:44:53.118376,4.3,120.3,0.371
