,Device,frequency_component,operating_frequency_mhz,Algorithm,Threads,variant,kernel_runtime,roi_runtime,run_power_w,energy_j,edp_j_s,kernel_runtime_std,roi_runtime_std,run_power_w_std,energy_j_std,edp_j_s_std
73,OrangePi5Ultra,GPU,300.0,FFT,,clvk→OPI,0.154187,0.3930085,3.2737147177419352,0.0005047624552167338,7.782898806664931e-08,0.0007702185836933969,0.026411241161041037,0.011020493679799475,2.61032908057661e-06,7.485726973358792e-10
74,OrangePi5Ultra,GPU,300.0,KMeans,,OpenCL→OPI,2008.73832225,2033.40766875,3.83984375,7.713236547688281,15.493867036922323,0.9719505840107908,0.9485079845446924,0.0073840869160197685,0.011672076598458826,0.018016245195503437
75,OrangePi5Ultra,GPU,300.0,KMeans,,clvk→OPI,2192.53086725,2218.91859425,3.9103207236842104,8.573492056492515,18.797639592341397,1.7126492751771731,1.6963519187390341,0.00701074103174353,0.011187167307364253,0.02230653684208026
76,OrangePi5Ultra,GPU,300.0,SPMV,,OpenCL→OPI,134.898121,154.73585925,4.29296875,0.5791100635460937,0.07812071250044131,0.3086216706368352,0.26785780654715147,0.021856390894122477,0.0022955199148947084,0.0003114329940305107
77,OrangePi5Ultra,GPU,300.0,SPMV,,clvk→OPI,124.72802300000001,152.11307399999998,4.28671875,0.5346973014304688,0.06670449495901422,1.7486646208008714,1.7629447526083535,0.02530735544428391,0.009976494161361557,0.0021766041733754186
78,OrangePi5Ultra,GPU,300.0,SRAD,,OpenCL→OPI,48.77237425,73.22188325,3.5049615384615382,0.17094518984934615,0.008337403135003772,0.04584871293995242,0.12172629338363407,0.00504398796545548,0.0001948123339608044,1.2637649227568344e-05
79,OrangePi5Ultra,GPU,300.0,SRAD,,clvk→OPI,46.2547215,68.527623,3.4583846153846154,0.15996588762746156,0.007399244622305208,0.1969988887371387,0.4314860174582726,0.009604814703222213,0.0005916601135801848,5.5386012871622816e-05
80,OrangePi5Ultra,GPU,400.0,BFS,,OpenCL→OPI,1062.01672375,1112.62276125,3.6034883720930235,3.8269560465645354,4.064327154544569,4.091340972328342,4.302124312901517,0.0030023126714790243,0.011709622233831533,0.028054801619655068
81,OrangePi5Ultra,GPU,400.0,BFS,,clvk→OPI,1032.3248645,1076.6542845,3.6261363636363635,3.743322754115341,3.864546884018872,9.597349587996993,9.605047938674035,0.004731059089695874,0.030929901392655137,0.06777041421190298
82,OrangePi5Ultra,GPU,400.0,FFT,,OpenCL→OPI,0.1452165,0.543328,3.460576923076923,0.0005025351653846154,7.297703088258846e-08,0.0003393960321905035,0.003177624374696649,0.009088106973562828,2.491869768684348e-06,5.328026407101706e-10
