timestamp,watts,volts,amps
2026-03-26T23:30:18.393090,10.8,120.3,0.398
2026-03-26T23:30:19.396068,10.8,120.2,0.402
2026-03-26T23:30:20.390247,10.8,120.3,0.4
2026-03-26T23:30:21.398897,10.8,120.2,0.399
2026-03-26T23:30:22.403111,10.8,120.2,0.4
2026-03-26T23:30:23.393255,10.8,120.3,0.399
2026-03-26T23:30:24.400943,10.9,120.3,0.4
2026-03-26T23:30:25.390209,10.9,120.2,0.399
2026-03-26T23:30:26.400273,10.8,120.2,0.4
2026-03-26T23:30:27.386444,10.8,120.3,0.398
2026-03-26T23:30:28.394851,10.8,120.2,0.398
2026-03-26T23:30:29.385204,10.8,120.2,0.402
2026-03-26T23:30:30.392611,10.9,120.3,0.399
2026-03-26T23:30:31.399763,10.9,120.3,0.398
2026-03-26T23:30:32.390769,10.9,120.2,0.4
2026-03-26T23:30:33.397482,10.9,120.2,0.4
2026-03-26T23:30:34.387958,10.9,120.3,0.4
2026-03-26T23:30:35.394379,10.9,120.3,0.399
2026-03-26T23:30:36.384719,10.9,120.3,0.4
2026-03-26T23:30:37.391469,10.9,120.3,0.387
2026-03-26T23:30:38.398040,10.7,120.4,0.386
2026-03-26T23:30:39.390215,10.4,120.3,0.386
2026-03-26T23:30:40.395609,10.1,120.3,0.386
2026-03-26T23:30:41.386083,9.9,120.3,0.386
