Device,algorithm_family,dev_backend,gpu_freq_mhz,mflops_per_w,throughput,run_power_w,conv_avg_ms,mflops_per_w_std,throughput_std,run_power_w_std,conv_avg_ms_std
JetsonOrinNanoSuper,UPF-OS,nano-cufft,612.0,3673.8859561874015,1485705.6151850459,9.903846153846155,0.1743405,44.592477141616754,19650.57446923249,0.018684550463833053,0.0022388703178165543
JetsonOrinNanoSuper,UPF-OS,nano-cufft,714.0,3688.8794671926767,1511056.8119698076,10.032051282051283,0.171408,12.92959096383181,7031.230841633497,0.046769399459885015,0.0016462143238351427
JetsonOrinNanoSuper,UPF-OS,nano-cufft,816.0,3835.4013803320554,1598400.7308523264,10.206410256410257,0.162126,28.968012305743287,15370.309344572837,0.04469930215799985,0.0016026409454397597
JetsonOrinNanoSuper,UPF-OS,nano-cufft,918.0,3844.923386698132,1663345.9967979987,10.594871794871795,0.15640683333333333,23.421062393239765,10533.488349673205,0.009315847243376429,0.0013189135554184928
JetsonOrinNanoSuper,UPF-OS,nano-cufft,1020.0,3730.038299262707,1680424.9397648817,11.033516483516484,0.15452849999999999,26.152433684121103,11140.796937244444,0.06361014426051746,0.0008663098175595129
RaspberryPiComputeModule5,OLA,RPi-clfft,500.0,3531.246649509271,471132.10170532,3.78859649122807,10.8843185,13.338922922294852,1017.86413304627,0.016107900254228622,0.023521434001777856
RaspberryPiComputeModule5,OLA,RPi-clfft,550.0,3817.0280333561245,509882.9505951425,3.7942105263157893,10.057050666666667,70.98262488449993,1207.1077945535417,0.06683588864584895,0.023824504357208454
RaspberryPiComputeModule5,OLA,RPi-clfft,600.0,4010.320920613762,547438.9084208464,3.876315789473684,9.367070666666667,15.383338155318995,1084.9911230099729,0.012784166106832875,0.018541659652432967
RaspberryPiComputeModule5,OLA,RPi-clfft,650.0,4245.996535468172,582052.5418121376,3.8926638176638177,8.809966333333334,19.207453179110193,783.1229345663036,0.013788040616479508,0.011850775209524371
RaspberryPiComputeModule5,OLA,RPi-clfft,700.0,4430.127302973868,612837.5786350899,3.928205128205128,8.367448666666666,21.3795699285255,1731.4758477154505,0.01731481334988105,0.02363603527385002
RaspberryPiComputeModule5,OLA,RPi-clfft,750.0,4611.382735988865,646623.2173120655,3.9820512820512817,7.9302288333333335,44.274510060867954,1697.90459751248,0.03323456768414298,0.020863527030841267
RaspberryPiComputeModule5,OLA,RPi-clfft,800.0,4762.751403549998,676202.451290604,4.0316239316239315,7.583343666666667,18.74572419946293,2507.331046163792,0.013971810321966911,0.02814208122130739
RaspberryPiComputeModule5,OLA,RPi-clfft,850.0,4944.803536366963,705029.878093726,4.048931623931623,7.273165666666666,38.42560548890974,890.9213509250991,0.033814735482390265,0.009159900909216704
RaspberryPiComputeModule5,OLA,RPi-clfft,900.0,5101.592233066866,732649.4276322993,4.078205128205128,6.998973833333333,41.47285957244531,1649.5681655164808,0.028541122275577917,0.01579297795118663
RaspberryPiComputeModule5,OLA,RPi-clfft,960.0,5267.996098159728,765367.8798157815,4.125641025641025,6.699798666666666,34.795942889423635,3051.3973440414047,0.016617283842071725,0.026855512705339785
RaspberryPiComputeModule5,UPF-OS,RPi-clfft,500.0,1713.7768895877828,277284.0868916661,3.9627530364372467,0.9228723333333333,15.760559078191704,1468.5208699037285,0.03590068273445791,0.0048539639333916255
RaspberryPiComputeModule5,UPF-OS,RPi-clfft,550.0,1820.4859097365363,294427.0519317262,3.9629531388152075,0.8691291666666667,43.93743434521902,1812.3847789865683,0.10537372455749815,0.005326645226281427
RaspberryPiComputeModule5,UPF-OS,RPi-clfft,600.0,1913.531335048495,307364.64202433464,3.9346153846153844,0.8325278333333334,33.38630572123669,1934.6371999913765,0.054338409269074885,0.005226046284397705
RaspberryPiComputeModule5,UPF-OS,RPi-clfft,650.0,1958.6363968926269,320912.86310097825,4.012820512820513,0.7973686666666667,16.691907758336953,2061.6074745998017,0.029054800972749463,0.005067277362318632
RaspberryPiComputeModule5,UPF-OS,RPi-clfft,700.0,2007.9134378269018,333459.1396898012,4.069017094017094,0.7673693333333333,51.22201722521672,2276.3437486757903,0.0864160260824542,0.005188810062689383
RaspberryPiComputeModule5,UPF-OS,RPi-clfft,750.0,2034.6392668529706,345488.88014942396,4.158974358974359,0.7406271666666666,27.293011474714465,2180.35657738234,0.03564010329003936,0.004653979906130535
RaspberryPiComputeModule5,UPF-OS,RPi-clfft,800.0,2153.5101860050863,356626.1548654048,4.056410256410256,0.7174956666666666,32.76808707260527,1233.867724547321,0.056036054890862316,0.002479058020028293
RaspberryPiComputeModule5,UPF-OS,RPi-clfft,850.0,2121.636643047138,364397.53862380114,4.2064102564102575,0.7021873333333333,10.557005476551394,1749.0760819820225,0.023542315756180952,0.0033575222213213505
RaspberryPiComputeModule5,UPF-OS,RPi-clfft,900.0,2171.858417582012,375998.2158203447,4.241025641025641,0.6805715,42.21997213532563,3886.8682773513647,0.08106782413790116,0.006926030399875542
RaspberryPiComputeModule5,UPF-OS,RPi-clfft,960.0,2265.8188381770865,387011.17142865976,4.183333333333334,0.6611315,17.026660100983282,1601.2736066647356,0.0390468287105006,0.0027389759947834603
