Device,algorithm_family,dev_backend,gpu_freq_mhz,mflops_per_w,throughput,run_power_w,conv_avg_ms,mflops_per_w_std,throughput_std,run_power_w_std,conv_avg_ms_std
JetsonOrinNanoSuper,OLA,nano-clfft,306.0,6048.884734804383,1975790.8925532429,9.275213675213676,2.5920141666666665,35.64362426380232,12257.362337817502,0.010592774963985106,0.01699992404002637
JetsonOrinNanoSuper,OLA,nano-clfft,408.0,6488.762463238621,2165259.918821996,9.475641025641025,2.3696143333333333,18.314975002018052,4028.1268822812544,0.02143749227290092,0.006333492548875929
JetsonOrinNanoSuper,OLA,nano-clfft,510.0,6775.078211377063,2306093.589630916,9.665384615384614,2.221169,28.54433584546166,17953.181274678565,0.05236045604272311,0.017244913124358312
JetsonOrinNanoSuper,OLA,nano-clfft,612.0,6993.121557687527,2401430.554857589,9.751282051282052,2.1312603333333335,43.80208559268914,11583.066826732525,0.025122971720852684,0.01071962541634112
JetsonOrinNanoSuper,OLA,nano-clfft,714.0,7044.09147972112,2456176.6305944696,9.901282051282053,2.0896011666666667,57.66750052459885,21829.454678790466,0.01232370752892121,0.016343368042317997
JetsonOrinNanoSuper,OLA,nano-clfft,816.0,7143.810793144065,2516366.009139655,10.002380952380951,2.0381585,43.06071224234991,14612.580541283745,0.014045601146430935,0.012150304650501466
JetsonOrinNanoSuper,OLA,nano-clfft,918.0,7018.555216229575,2573639.3214895544,10.412698412698413,1.993153333333333,38.76558317629995,8760.012696470227,0.02688122302224257,0.006108910726689883
JetsonOrinNanoSuper,OLA,nano-clfft,1020.0,6920.079793790301,2631358.001356669,10.79761904761905,1.9477171666666668,60.40540638819402,22624.576243292846,0.005832118435197921,0.015543939570349148
JetsonOrinNanoSuper,OLA,nano-cufft,306.0,15425.998216155895,5268119.430377715,9.69736842105263,0.9768616666666666,156.7761973865855,63843.58005463231,0.020721073352663145,0.012133218743048643
JetsonOrinNanoSuper,OLA,nano-cufft,408.0,17464.549676416616,6148706.759270396,9.997300944669366,0.8382964999999999,141.085261734131,54785.511274212135,0.011212942679760274,0.007488376613125161
JetsonOrinNanoSuper,OLA,nano-cufft,510.0,19211.56919929749,6946956.682126258,10.267948717948718,0.7396604999999999,171.72571083166605,77950.26090008659,0.02895279433496488,0.010612905855608059
JetsonOrinNanoSuper,OLA,nano-cufft,612.0,20178.95565240358,7465298.687471704,10.505128205128205,0.6879841666666667,195.07969814658395,87524.38826816223,0.03597062136769296,0.007813023906700035
JetsonOrinNanoSuper,OLA,nano-cufft,714.0,20841.217452847504,7831766.2898084065,10.670512820512819,0.6567593333333334,347.43404489802765,144295.6609311496,0.02593422114562153,0.014531012981436185
JetsonOrinNanoSuper,OLA,nano-cufft,816.0,21406.55735592259,8172567.07412093,10.841025641025643,0.6306206666666666,222.7117446152027,86461.32989608108,0.021019386186583423,0.00635985322681793
JetsonOrinNanoSuper,OLA,nano-cufft,918.0,21064.978111690212,8429123.018961502,11.362820512820512,0.610383,248.3592119831268,88712.68387064882,0.025004930480277344,0.00774726263915201
JetsonOrinNanoSuper,OLA,nano-cufft,1020.0,20676.097369768544,8594742.885777777,11.803846153846154,0.5969183333333333,118.49953387131943,49361.594107654244,0.0204967886068836,0.005685044262507303
JetsonOrinNanoSuper,UPF-OS,nano-clfft,306.0,906.7853844873092,331190.95397174114,8.944771929824562,0.7776633333333334,13.446440601578471,5495.890317851693,0.04328262677148941,0.015234081562951678
JetsonOrinNanoSuper,UPF-OS,nano-clfft,408.0,969.9877642856915,360382.7098516961,9.099122807017544,0.7128106666666666,13.373821877391208,4938.936125900055,0.011247242403385111,0.009285948065042517
JetsonOrinNanoSuper,UPF-OS,nano-clfft,510.0,1012.1190984510271,382957.97694441397,9.266666666666667,0.6743969999999999,15.929768414258948,5955.7698210626595,0.030081452981547494,0.012072460743361305
JetsonOrinNanoSuper,UPF-OS,nano-clfft,612.0,1042.9626960675732,400756.79531458864,9.410526315789474,0.6449103333333334,17.992341229924605,7058.2025445311265,0.0386761538334193,0.01222956217804493
JetsonOrinNanoSuper,UPF-OS,nano-clfft,714.0,1050.257240137037,407209.5741150835,9.49561403508772,0.6326833333333334,15.346096522343204,5987.254461640156,0.003961961330046617,0.012534714590554764
JetsonOrinNanoSuper,UPF-OS,nano-clfft,816.0,1049.5994610702658,412256.18644857564,9.619298245614035,0.626086,8.641416697158675,3660.9946370144185,0.0178223510164218,0.009599012199179647
JetsonOrinNanoSuper,UPF-OS,nano-clfft,918.0,1044.7858583228701,425856.40272467706,9.982553606237817,0.6070693333333333,18.847569486770425,7408.905115360578,0.014610133201211331,0.00889025989871309
JetsonOrinNanoSuper,UPF-OS,nano-clfft,1020.0,1018.6366279581362,431472.7535895368,10.373684210526315,0.5978136666666667,13.824524273745377,6067.120996560461,0.011040093138632997,0.00922542134900443
JetsonOrinNanoSuper,UPF-OS,nano-cufft,306.0,2534.5467616471656,957219.9770891541,9.249122807017544,0.2675728333333333,43.92039265075228,18630.463494741147,0.03152041358803671,0.009121334078229248
JetsonOrinNanoSuper,UPF-OS,nano-cufft,408.0,2886.2882175447207,1118179.6436522428,9.487719298245613,0.22830783333333335,64.61754718746599,26890.749149285668,0.04026715573133535,0.004410442354987386
JetsonOrinNanoSuper,UPF-OS,nano-cufft,510.0,3093.4824670936364,1218898.3179106233,9.649999999999999,0.21362783333333332,62.7691194689476,23843.989121051865,0.022689048005772882,0.011337522064660632
