Device,algorithm_family,dev_backend,cpu_freq_mhz,mflops_per_w,throughput,run_power_w,conv_avg_ms,mflops_per_w_std,throughput_std,run_power_w_std,conv_avg_ms_std
RaspberryPiComputeModule5,OLA,RPi-fftw,1600.0,1919.5154210574183,286247.3450687821,4.234615384615385,17.914812333333334,10.12266682778976,994.8639683255997,0.015951108733328726,0.062254902710281286
RaspberryPiComputeModule5,OLA,RPi-fftw,1700.0,1983.458505794373,302497.0312084066,4.3307692307692305,16.952444166666666,11.32708876569992,1086.2191761302709,0.022294425763368333,0.06111711718795896
RaspberryPiComputeModule5,OLA,RPi-fftw,1800.0,2058.0931843191333,319092.122873629,4.403098290598291,16.070638166666665,23.594800728026964,811.6300909879121,0.05277695594363423,0.0408647760077872
RaspberryPiComputeModule5,OLA,RPi-fftw,1900.0,2148.1926422860906,334552.177452429,4.423076923076923,15.3286326,37.26959898047032,2754.412089774721,0.062255438677841134,0.1270918523226414
RaspberryPiComputeModule5,OLA,RPi-fftw,2000.0,2221.368129741057,349433.84582006215,4.46741452991453,14.675344833333334,32.345989551540804,1897.7886954863943,0.046875442871748066,0.0799081209650602
RaspberryPiComputeModule5,OLA,RPi-fftw,2100.0,2280.6442993843943,365007.4204832709,4.544871794871795,14.0491515,17.4442127523483,1908.4086910658627,0.038742563070786565,0.0735496701359023
RaspberryPiComputeModule5,OLA,RPi-fftw,2200.0,2407.7592113830538,381102.9787021519,4.494871794871795,13.455749333333335,27.148491342311704,1667.6097419646965,0.032876554717588824,0.05924673611150871
RaspberryPiComputeModule5,OLA,RPi-fftw,2300.0,2457.196098566604,395484.5942022763,4.57051282051282,12.966613,23.174196674807497,2183.55674813385,0.025934221145621036,0.07159969632058572
RaspberryPiComputeModule5,OLA,RPi-fftw,2400.0,2486.6747330812036,408044.88003836054,4.6596153846153845,12.567313333333333,8.512145469103444,2149.7563227997002,0.02525022701872295,0.06588320440800308
RaspberryPiComputeModule5,UPF-OS,RPi-fftw,1600.0,285.75944958912896,62190.58744996422,5.32991452991453,4.114971000000001,3.7619077773185685,1023.5541940923471,0.04392779922823538,0.06572885770725072
RaspberryPiComputeModule5,UPF-OS,RPi-fftw,1700.0,289.26283635585344,62860.450408726465,5.322222222222222,4.070405444444444,2.8719028500550725,610.3217216626612,0.02990231740946368,0.03954608719933988
RaspberryPiComputeModule5,UPF-OS,RPi-fftw,1800.0,287.60090693464696,63528.513919799174,5.410256410256411,4.029105111111111,7.13056310466426,1418.0171004856945,0.04834540419221764,0.08974468062153382
RaspberryPiComputeModule5,UPF-OS,RPi-fftw,1900.0,289.19803574942733,64602.83693276178,5.470940170940171,3.9609086666666666,3.5659432035263166,878.9014541479826,0.041025641025640915,0.053940952264953566
RaspberryPiComputeModule5,UPF-OS,RPi-fftw,2100.0,290.33050645152457,65350.44033274797,5.512820512820514,3.9163057777777777,5.19550566632734,1258.1421594562908,0.0645879062451791,0.07479622714879704
RaspberryPiComputeModule5,UPF-OS,RPi-fftw,2200.0,293.84797732180357,66206.98737299767,5.517948717948718,3.864607111111111,2.197824556373502,667.8374873272169,0.025800784355766937,0.03919238242772574
RaspberryPiComputeModule5,UPF-OS,RPi-fftw,2300.0,292.98186070136427,66600.36880944425,5.567521367521367,3.8422680000000002,5.422716195656071,1063.1726535365176,0.03582868874995401,0.06089154458954051
RaspberryPiComputeModule5,UPF-OS,RPi-fftw,2400.0,291.7184762921797,66906.32086021495,5.6179487179487175,3.824530222222222,6.0470978881045285,1105.0562480864648,0.08338262841799549,0.06253659344891149
