Device,algorithm_family,dev_backend,cpu_freq_mhz,mflops_per_w,throughput,run_power_w,conv_avg_ms,mflops_per_w_std,throughput_std,run_power_w_std,conv_avg_ms_std
RaspberryPiComputeModule5,OLA,RPi-fftw,1600.0,10551.549969260774,1533064.5615317002,4.125828460038986,3.344867166666667,54.722002353538485,2087.217795179487,0.018802480711213158,0.00454831218878686
RaspberryPiComputeModule5,OLA,RPi-fftw,1700.0,11010.473111823869,1628510.961449797,4.2,3.1488270000000003,52.32579178530064,2280.373261608709,0.01450952500219997,0.004412303389387575
RaspberryPiComputeModule5,OLA,RPi-fftw,1800.0,11415.081843331092,1720492.0434540412,4.28,2.9804672,79.58075202859933,4136.165066579107,0.02051956704170306,0.007190450138899359
RaspberryPiComputeModule5,OLA,RPi-fftw,1900.0,11913.627574740178,1817978.9735133848,4.333162393162394,2.8206636,49.697721844681105,6360.623648753131,0.007624343632268861,0.009892888117228427
RaspberryPiComputeModule5,OLA,RPi-fftw,2000.0,12397.374970824247,1917051.352102062,4.391025641025641,2.674902166666667,48.249577168798744,3712.1790692458085,0.01132277034144604,0.0051803754851039285
RaspberryPiComputeModule5,OLA,RPi-fftw,2100.0,12751.79140096432,2005187.58192902,4.4653846153846155,2.5573453333333336,113.88518021532839,9172.732985629826,0.025162195744301404,0.011713194520141168
RaspberryPiComputeModule5,OLA,RPi-fftw,2200.0,13251.569406927452,2101752.102566833,4.503846153846154,2.439842833333333,115.34421237962539,11651.814625311745,0.016676525683598977,0.013607014476609726
RaspberryPiComputeModule5,OLA,RPi-fftw,2300.0,13769.184147664993,2197546.3206343385,4.532051282051282,2.3334441666666668,54.63084598766314,3263.354146357951,0.020878156908535554,0.0034516508176041577
RaspberryPiComputeModule5,OLA,RPi-fftw,2400.0,14166.811918002148,2291011.7656862154,4.592200854700854,2.2382716666666664,87.07829024965034,7367.174497093814,0.015386841007106166,0.007193267593150428
RaspberryPiComputeModule5,UPF-OS,RPi-fftw,1600.0,2799.0458025432604,582782.3494555767,5.1,0.4390492222222222,37.99542549711977,386.50612206549465,0.07071067811865488,0.0002897981098013642
RaspberryPiComputeModule5,UPF-OS,RPi-fftw,1700.0,2936.758099488173,619500.0397786002,5.166666666666667,0.4130315555555556,28.374912273790244,184.60807662135164,0.050000000000000086,0.0001224501032166823
RaspberryPiComputeModule5,UPF-OS,RPi-fftw,1800.0,3044.7446174437828,656105.0050642068,5.277777777777778,0.3899883333333334,25.90198342852217,200.50138090169196,0.04409585518440967,0.00011840396952804803
RaspberryPiComputeModule5,UPF-OS,RPi-fftw,1900.0,3207.3660551760318,692621.0982071151,5.288888888888889,0.36942433333333335,21.230476669671464,381.7858465226076,0.03333333333333315,0.0002035663282568954
RaspberryPiComputeModule5,UPF-OS,RPi-fftw,2100.0,3433.066231164656,764685.9866234154,5.455555555555556,0.3346061111111111,33.99633470101574,574.9837721898821,0.0527046276694727,0.00025388700461249865
RaspberryPiComputeModule5,UPF-OS,RPi-fftw,2200.0,3574.854696673674,801174.2638612255,5.488888888888889,0.3193662222222222,22.398920516544944,395.3931603156511,0.033333333333333284,0.00015347131472833887
RaspberryPiComputeModule5,UPF-OS,RPi-fftw,2300.0,3693.77484744333,837841.7872307642,5.555555555555555,0.30539,35.08424829399662,564.22562267447,0.05270462766947282,0.00020358167893994099
RaspberryPiComputeModule5,UPF-OS,RPi-fftw,2400.0,3815.2557216671235,874095.2294257949,5.611111111111111,0.29272455555555554,21.115302626932852,741.2730593697764,0.033333333333333534,0.0002457646796791147
