Device,algorithm_family,dev_backend,gpu_freq_mhz,mflops_per_w,throughput,run_power_w,conv_avg_ms,mflops_per_w_std,throughput_std,run_power_w_std,conv_avg_ms_std
JetsonOrinNanoSuper,OLA,nano-clfft,306.0,1258.43358308644,431078.15468939877,9.72719298245614,11.8859975,6.2359510515242365,1687.6889304109256,0.027533241891374554,0.08856815819186979
JetsonOrinNanoSuper,OLA,nano-clfft,408.0,1357.1451282326373,469922.98455896205,9.832456140350878,10.909206333333332,6.434074472944371,1581.735807129827,0.021933333052677754,0.05293475902530061
JetsonOrinNanoSuper,OLA,nano-clfft,510.0,1447.7986727348332,516717.70242257277,10.134615384615385,9.919077833333333,6.092353336071255,1132.9364559534674,0.02468739467058617,0.05004782399032593
JetsonOrinNanoSuper,OLA,nano-clfft,612.0,1478.8509398765516,535950.243798103,10.29102564102564,9.5918245,3.0626834081506127,1394.475632264082,0.014114214302074555,0.04569951556307772
JetsonOrinNanoSuper,OLA,nano-clfft,714.0,1496.3578503288693,548780.9226386417,10.414102564102564,9.365524166666667,8.985045250260201,3460.546759803192,0.013249241725909649,0.08278378315205585
JetsonOrinNanoSuper,OLA,nano-clfft,816.0,1498.1536621567132,557006.5987899258,10.557692307692308,9.179773500000001,11.226654006316776,3026.2979655041336,0.02989132188880907,0.05017699559260143
JetsonOrinNanoSuper,OLA,nano-clfft,918.0,1473.172538980977,568274.2070911764,10.953846153846152,9.031829333333333,6.390866627489016,1392.4006170118557,0.02919025532463083,0.06999559397466798
JetsonOrinNanoSuper,OLA,nano-clfft,1020.0,1435.0137740359214,578630.4508078714,11.450000000000001,8.837438333333333,4.025002582298101,1281.9500629638262,0.027413122586469493,0.033344030738149504
JetsonOrinNanoSuper,OLA,nano-cufft,306.0,2747.885033745037,1037980.2117907684,10.726315789473682,4.953537,11.122915828863546,3642.427886834448,0.01997227995895848,0.018651447900900432
JetsonOrinNanoSuper,OLA,nano-cufft,408.0,3046.090138234072,1204043.252968791,11.224358974358973,4.253445999999999,9.815588220509511,2107.5515819122747,0.03904682871050103,0.015886515942773426
JetsonOrinNanoSuper,OLA,nano-cufft,510.0,3253.957626449121,1326311.987843141,11.574358974358974,3.863811666666667,16.14429541266145,4234.67369591324,0.036944438265287885,0.01432361025254004
JetsonOrinNanoSuper,OLA,nano-cufft,612.0,3412.6801163642017,1419517.335454545,11.811538461538461,3.604115833333333,20.444056744767444,7020.217550445076,0.021066252211736466,0.02162829358425365
JetsonOrinNanoSuper,OLA,nano-cufft,714.0,3496.1441943938607,1482809.9193912793,12.043589743589743,3.4573746666666665,14.646142646440076,6790.771766744479,0.03726338897350662,0.009376818664486641
JetsonOrinNanoSuper,OLA,nano-cufft,816.0,3535.701315131459,1519067.7378092639,12.200000000000001,3.3743416666666666,13.06457967706394,6238.015184587294,0.010878565864409578,0.016645410618746224
JetsonOrinNanoSuper,OLA,nano-cufft,918.0,3459.2037578063464,1544912.1807237137,12.682051282051281,3.3186711666666664,25.28571607843732,9589.783326102312,0.019861453057475387,0.021329009272975232
JetsonOrinNanoSuper,OLA,nano-cufft,1020.0,3380.4351042215076,1563303.1837194369,13.13205128205128,3.276593666666667,17.18223386942047,6294.956217490785,0.038126748027958034,0.019304176570542127
JetsonOrinNanoSuper,UPF-OS,nano-clfft,306.0,546.3283199032304,207105.71346721938,9.284035087719298,1.2439333333333333,5.446638570413665,2248.4618368151164,0.016198993391204015,0.01916759122755559
JetsonOrinNanoSuper,UPF-OS,nano-clfft,408.0,581.5436742961369,224979.0909050569,9.474512670565302,1.1401445,6.179833267706387,2652.525885122886,0.016711662526455968,0.017876332361533232
JetsonOrinNanoSuper,UPF-OS,nano-clfft,510.0,620.3284584055972,244517.3669196917,9.653508771929824,1.0585503333333335,4.444960438139348,2140.2237125633173,0.016781689885709643,0.014474129040003348
JetsonOrinNanoSuper,UPF-OS,nano-clfft,612.0,627.6251705904997,250833.9506686964,9.787719298245614,1.031992,8.863152765670176,3827.0026299603655,0.015132532387963702,0.013885238881632542
JetsonOrinNanoSuper,UPF-OS,nano-clfft,714.0,633.7000517647876,256800.1003439664,9.924561403508774,1.0044438333333334,6.399072604370101,2690.252468248755,0.007190842642779208,0.005684429801366734
JetsonOrinNanoSuper,UPF-OS,nano-clfft,816.0,634.1964888612446,260772.29327077267,10.070175438596491,0.9911850000000001,5.516579136740018,2427.9099637303407,0.010349390318423747,0.015442206629882955
JetsonOrinNanoSuper,UPF-OS,nano-clfft,918.0,631.4240783017834,270079.2285657893,10.475438596491228,0.9560818333333333,8.416498642934757,3566.373821769069,0.013991159324475927,0.013286900653149549
JetsonOrinNanoSuper,UPF-OS,nano-clfft,1020.0,617.9320264823723,276213.56406297046,10.9472334682861,0.9394261666666667,7.83337383097469,3767.7798072469463,0.04862458858372577,0.012538132100383485
JetsonOrinNanoSuper,UPF-OS,nano-cufft,306.0,1164.5852702259044,463480.16540103947,9.746666666666668,0.5485168333333333,10.698800677973496,5196.80064313307,0.0359258495608195,0.008252986063641866
JetsonOrinNanoSuper,UPF-OS,nano-cufft,408.0,1341.2370850646712,553202.8361699581,10.100877192982455,0.46410883333333336,24.836738395601053,12021.48121461115,0.036375491226339755,0.02036128436436825
JetsonOrinNanoSuper,UPF-OS,nano-cufft,510.0,1435.5295563490217,611978.859004272,10.440350877192982,0.409414,23.87989926236473,12580.609791536714,0.10000923318408217,0.012437608114102964
JetsonOrinNanoSuper,UPF-OS,nano-cufft,612.0,1557.0015238775015,679039.0922615491,10.680161943319838,0.3782731666666667,32.84975167001943,17229.49527551429,0.07284344817781958,0.01747476322490998
JetsonOrinNanoSuper,UPF-OS,nano-cufft,714.0,1653.263977025009,743670.4907557643,11.016666666666666,0.3408625,24.82737795631848,12790.802827490692,0.12624918223806098,0.007214769150846074
JetsonOrinNanoSuper,UPF-OS,nano-cufft,816.0,1689.7542742315497,771195.5867804548,11.176923076923076,0.3291226666666667,31.48719215806508,16707.603499862154,0.03922322702763711,0.012802705974389423
JetsonOrinNanoSuper,UPF-OS,nano-cufft,918.0,1696.8882923172587,816285.3811463838,11.780555555555557,0.31292633333333336,26.385207316336533,16493.06153679065,0.07030700343163718,0.008977492515545025
JetsonOrinNanoSuper,UPF-OS,nano-cufft,1020.0,1659.9675241460864,835760.3751675974,12.32948717948718,0.300622,37.23980166535842,22821.800295597077,0.06294858739346068,0.006153227348310818
