,frequency_component,operating_frequency_mhz,Algorithm,test_name,Threads,variant,kernel_runtime,roi_runtime,run_power_w,energy_j,edp_j_s,kernel_runtime_std,roi_runtime_std,run_power_w_std,energy_j_std,edp_j_s_std
28,GPU,500.0,SRAD,,,OpenCL,30.71802325,45.915438,4.01875,0.12344806321375,0.0037920808533746346,0.00714128104170998,0.02241240769454867,0.006291528696059206,0.00020144587561982645,6.549629453467328e-06
29,GPU,500.0,SRAD,,,clvk,29.29508475,43.22698625,3.9675000000000002,0.11622847528750001,0.003404989554733023,0.14184201129513774,0.1440443585251317,0.005000000000000054,0.0006391089803675951,3.509163787209882e-05
30,GPU,600.0,BFS,,,OpenCL,730.46811675,780.807451,4.017958748221906,2.9349903340667143,2.1439203837227927,1.1282015896793331,1.128424431379739,0.006495147611978001,0.006304210471704681,0.007230507936081878
31,GPU,600.0,BFS,,,clvk,717.424629,761.5100015,4.0529983108108105,2.9076529651158993,2.0862891977940405,10.197369378368828,10.19991460294558,0.009373731754164352,0.03501924634761353,0.05490653117328587
32,GPU,600.0,FFT,,,OpenCL,0.0967285,0.42617275,3.806769230769231,0.00036822250973076923,3.561907481618688e-08,0.0007291321325155461,0.010026874035145062,0.009600295853429185,2.8304082428754637e-06,5.368551061952944e-10
33,GPU,600.0,FFT,,,clvk,0.08344399999999999,5094018174036.695,3.778846153846154,0.0003153356576923077,2.6320202677459616e-08,0.0014768969722586181,1847322656175.7708,0.013137116366614694,6.632083689675062e-06,1.0266437633024345e-09
34,GPU,600.0,KMeans,,,OpenCL,1336.5230625,1361.2410765,4.562192307692308,6.097473116039616,8.149413995360456,0.9943174373034054,1.0189165379288734,0.0042752902251043026,0.004332072862240059,0.009074963517783165
35,GPU,600.0,KMeans,,,clvk,1425.83571075,1450.56986525,4.640384615384615,6.616429000131731,9.433954871901918,1.6938703605979617,1.8055250041151678,0.003846153846153882,0.011960240085742087,0.027781208505318906
36,GPU,600.0,SPMV,,,OpenCL,106.44764024999999,126.10750675,4.731084656084656,0.5036097691736773,0.0536096177343346,0.7255949514379585,0.7640282163495317,0.01107641344733279,0.0030205228761063076,0.0006766263730545888
37,GPU,600.0,SPMV,,,clvk,89.8689685,114.363794,4.78519536019536,0.4300312458125458,0.03864614952783801,0.3818007139555923,0.3462059484131782,0.032671366685797426,0.0011250622551552986,6.871049791107123e-05
38,GPU,600.0,SRAD,,,OpenCL,26.238305,39.216553000000005,4.30125,0.11285762587625,0.002961196301072946,0.01161572109972545,0.014764855411868937,0.014930394055974114,0.0004370736776146044,1.2681192274027806e-05
39,GPU,600.0,SRAD,,,clvk,25.290132,36.63100375,4.246776315789473,0.10740125579453946,0.002716188531962421,0.03375119909968633,0.5430604537749472,0.011431224753002327,0.0001568796060129129,2.0532359666035613e-06
40,GPU,700.0,BFS,,,OpenCL,659.0072690000001,709.42175725,4.209551411290323,2.7740507839424398,1.8283387815929895,9.223529307300137,9.209954635713178,0.01410939256450411,0.03224865560015831,0.04681640687606518
