timestamp,watts,volts,amps
2026-03-16T00:02:09.615835,7.1,121.0,0.38
2026-03-16T00:02:10.605926,7.1,121.0,0.381
2026-03-16T00:02:11.611629,7.1,120.9,0.381
2026-03-16T00:02:12.605547,7.1,120.9,0.383
2026-03-16T00:02:13.612101,7.1,120.9,0.383
2026-03-16T00:02:14.619454,7.2,121.0,0.384
2026-03-16T00:02:15.609416,7.2,121.0,0.381
2026-03-16T00:02:16.615334,7.2,121.0,0.381
2026-03-16T00:02:17.609304,7.2,120.9,0.382
2026-03-16T00:02:18.617455,7.2,121.0,0.382
2026-03-16T00:02:19.607761,7.2,121.0,0.382
2026-03-16T00:02:20.612861,7.2,121.0,0.382
2026-03-16T00:02:21.606527,7.2,121.0,0.382
2026-03-16T00:02:22.613266,7.2,121.0,0.382
2026-03-16T00:02:23.620024,7.2,121.0,0.383
2026-03-16T00:02:24.610838,7.2,121.0,0.383
2026-03-16T00:02:25.615417,7.2,121.1,0.384
2026-03-16T00:02:26.609413,7.2,121.1,0.383
2026-03-16T00:02:27.615871,7.2,121.0,0.383
2026-03-16T00:02:28.609147,7.2,121.0,0.383
2026-03-16T00:02:29.614553,7.2,121.0,0.384
2026-03-16T00:02:30.622691,7.2,121.0,0.382
2026-03-16T00:02:31.613169,7.2,121.1,0.382
2026-03-16T00:02:32.620639,7.2,121.0,0.381
2026-03-16T00:02:33.611713,7.2,121.0,0.383
2026-03-16T00:02:34.619044,7.2,121.0,0.382
2026-03-16T00:02:35.610339,7.1,121.1,0.382
2026-03-16T00:02:36.616877,7.2,121.0,0.381
2026-03-16T00:02:37.609521,7.1,120.9,0.382
2026-03-16T00:02:38.615239,7.1,121.0,0.371
