timestamp,watts,volts,amps
2026-03-27T12:07:56.878193,8.1,120.2,0.39
2026-03-27T12:07:56.879523,8.1,120.1,0.388
2026-03-27T12:07:56.880825,8.1,120.1,0.39
2026-03-27T12:07:56.882118,8.1,120.2,0.388
2026-03-27T12:07:56.883398,8.1,120.2,0.39
2026-03-27T12:07:56.884675,8.1,120.1,0.39
2026-03-27T12:07:56.885987,8.1,120.1,0.388
2026-03-27T12:07:56.887924,8.1,120.2,0.388
2026-03-27T12:07:56.889359,8.1,120.1,0.389
2026-03-27T12:07:56.891409,8.1,120.1,0.389
2026-03-27T12:07:56.892780,8.1,120.1,0.387
2026-03-27T12:07:56.894275,8.1,120.2,0.388
2026-03-27T12:07:56.895411,8.1,119.7,0.388
2026-03-27T12:07:57.693792,8.0,120.0,0.387
2026-03-27T12:07:58.701169,8.0,120.0,0.387
2026-03-27T12:07:59.691637,8.0,120.1,0.387
2026-03-27T12:08:00.697649,8.0,120.0,0.387
2026-03-27T12:08:01.691267,8.0,120.0,0.386
2026-03-27T12:08:02.698462,8.0,120.0,0.387
2026-03-27T12:08:03.705716,8.0,119.9,0.388
2026-03-27T12:08:04.695593,8.0,120.0,0.386
2026-03-27T12:08:05.701299,8.0,120.0,0.388
2026-03-27T12:08:06.694970,8.0,120.1,0.387
2026-03-27T12:08:07.703590,8.0,120.0,0.388
2026-03-27T12:08:08.695377,8.0,120.0,0.387
2026-03-27T12:08:09.701801,8.0,120.0,0.39
2026-03-27T12:08:10.709174,8.0,120.0,0.388
2026-03-27T12:08:11.699736,8.0,120.0,0.389
2026-03-27T12:08:12.704000,8.0,120.1,0.388
2026-03-27T12:08:13.699414,8.0,120.1,0.388
2026-03-27T12:08:14.705486,8.0,120.1,0.388
2026-03-27T12:08:15.698925,8.1,120.0,0.389
2026-03-27T12:08:16.706379,8.0,120.0,0.39
2026-03-27T12:08:17.712692,8.1,120.1,0.39
2026-03-27T12:08:18.702663,8.1,120.1,0.388
2026-03-27T12:08:19.712313,8.2,120.1,0.389
2026-03-27T12:08:20.701919,8.2,120.1,0.386
2026-03-27T12:08:21.706613,8.2,120.1,0.387
2026-03-27T12:08:22.702132,8.2,120.0,0.387
2026-03-27T12:08:23.708188,8.1,120.1,0.387
2026-03-27T12:08:24.716097,8.1,120.0,0.387
2026-03-27T12:08:25.705907,8.1,120.0,0.387
2026-03-27T12:08:26.711307,8.1,120.0,0.388
2026-03-27T12:08:27.730931,8.1,120.1,0.388
2026-03-27T12:08:28.710996,8.0,120.1,0.389
2026-03-27T12:08:29.705595,8.0,120.1,0.388
2026-03-27T12:08:30.709319,8.0,120.1,0.387
2026-03-27T12:08:31.715830,8.0,120.0,0.387
2026-03-27T12:08:32.713142,8.0,120.0,0.386
2026-03-27T12:08:33.715633,8.0,120.0,0.387
2026-03-27T12:08:34.709897,8.0,120.1,0.387
2026-03-27T12:08:35.717264,8.0,120.0,0.387
2026-03-27T12:08:36.708211,8.0,120.0,0.388
2026-03-27T12:08:37.713504,8.0,120.0,0.387
2026-03-27T12:08:38.719105,8.0,120.0,0.388
2026-03-27T12:08:39.712130,8.0,120.0,0.389
2026-03-27T12:08:40.720257,8.0,120.0,0.388
2026-03-27T12:08:41.711238,8.0,120.0,0.387
2026-03-27T12:08:42.714102,8.0,120.1,0.389
2026-03-27T12:08:43.724518,8.0,120.1,0.387
