timestamp,watts,volts,amps
2026-04-07T16:10:01.538073,8.2,120.3,0.387
2026-04-07T16:10:01.539442,8.2,120.4,0.388
2026-04-07T16:10:01.540839,8.2,120.3,0.389
2026-04-07T16:10:01.541418,8.2,120.3,0.387
2026-04-07T16:10:01.543673,8.1,120.3,0.387
2026-04-07T16:10:02.518140,8.1,120.2,0.389
2026-04-07T16:10:03.522025,8.2,120.3,0.388
2026-04-07T16:10:04.514779,8.2,120.3,0.389
2026-04-07T16:10:05.520488,8.1,120.3,0.39
2026-04-07T16:10:06.512418,8.1,120.3,0.39
2026-04-07T16:10:07.518990,8.1,120.3,0.389
2026-04-07T16:10:08.527697,8.1,120.2,0.388
2026-04-07T16:10:09.519924,8.1,120.3,0.388
2026-04-07T16:10:10.523714,8.1,120.2,0.388
2026-04-07T16:10:11.517817,8.2,120.3,0.389
2026-04-07T16:10:12.524659,8.2,120.3,0.388
2026-04-07T16:10:13.527760,8.1,120.3,0.389
2026-04-07T16:10:14.517528,8.1,120.3,0.388
2026-04-07T16:10:15.523456,8.2,120.2,0.392
2026-04-07T16:10:16.515202,8.2,120.2,0.392
2026-04-07T16:10:17.521472,8.3,120.2,0.393
2026-04-07T16:10:18.532719,8.3,120.3,0.388
2026-04-07T16:10:19.521825,8.3,120.4,0.388
2026-04-07T16:10:20.530891,8.2,120.4,0.39
2026-04-07T16:10:21.521773,8.2,120.3,0.389
2026-04-07T16:10:22.524281,8.2,120.3,0.389
2026-04-07T16:10:23.518381,8.2,120.3,0.389
2026-04-07T16:10:24.524953,8.2,120.3,0.388
2026-04-07T16:10:25.514461,8.2,120.0,0.39
2026-04-07T16:10:26.521910,8.2,120.1,0.391
2026-04-07T16:10:27.527888,8.2,120.2,0.391
2026-04-07T16:10:28.523135,8.2,120.3,0.389
2026-04-07T16:10:29.529586,8.2,120.2,0.389
2026-04-07T16:10:30.520242,8.2,120.2,0.388
2026-04-07T16:10:31.524510,8.2,120.3,0.389
2026-04-07T16:10:32.518996,8.2,120.2,0.388
2026-04-07T16:10:33.525447,8.2,120.3,0.389
2026-04-07T16:10:34.518193,8.1,120.2,0.389
2026-04-07T16:10:35.521706,8.2,120.3,0.391
2026-04-07T16:10:36.527965,8.2,120.3,0.39
2026-04-07T16:10:37.519464,8.1,120.2,0.39
2026-04-07T16:10:38.529859,8.1,120.3,0.388
2026-04-07T16:10:39.516884,8.1,120.3,0.388
2026-04-07T16:10:40.525543,8.1,120.3,0.388
2026-04-07T16:10:41.518728,8.1,120.3,0.388
2026-04-07T16:10:42.523438,8.2,120.3,0.389
2026-04-07T16:10:43.518206,8.2,120.3,0.389
2026-04-07T16:10:44.523791,8.1,120.3,0.388
2026-04-07T16:10:45.513445,8.1,120.2,0.39
2026-04-07T16:10:46.520821,8.1,120.3,0.392
2026-04-07T16:10:47.526697,8.1,120.2,0.389
2026-04-07T16:10:48.520691,8.1,120.3,0.388
2026-04-07T16:10:49.528591,8.2,120.2,0.389
2026-04-07T16:10:50.519734,8.2,120.3,0.388
2026-04-07T16:10:51.527172,8.1,120.2,0.39
2026-04-07T16:10:52.532621,8.1,120.3,0.388
2026-04-07T16:10:53.521645,8.1,120.2,0.389
2026-04-07T16:10:54.529591,8.2,120.2,0.389
2026-04-07T16:10:55.515851,8.1,120.1,0.391
2026-04-07T16:10:56.522994,8.1,120.2,0.389
