,frequency_component,operating_frequency_mhz,Algorithm,test_name,Threads,variant,kernel_runtime,roi_runtime,run_power_w,energy_j,edp_j_s,kernel_runtime_std,roi_runtime_std,run_power_w_std,energy_j_std,edp_j_s_std
60,CPU,2100.0,BFS,BFS-OpenMP-PI-serial,1.0,Serial,20.041104999999998,20.041430666666667,4.616666666666666,0.09252309718875969,0.0018542650625319108,0.003286775136817203,0.003295542241675009,0.008753170380337816,0.00017338258172119379,3.4602675721991923e-06
61,CPU,2100.0,BFS,BFS-OpenMP-PI-t4,4.0,OpenMP,6.0899335,6.090562333333334,7.625641025641026,0.046439968048717944,0.0002828191504745654,0.011727725657603211,0.011719741424906022,0.045810690121286586,0.0003490578415043659,2.598181430116457e-06
62,CPU,2100.0,FFT,FFT-OpenMP-PI-serial-32k,1.0,Serial,0.28601866666666664,0.286178,4.494242424242425,0.0012854375293939394,3.676593624563149e-07,0.0001985081022695757,0.00020382541549081282,0.013528869244334416,4.086078767283908e-06,1.279263182814918e-09
63,CPU,2100.0,FFT,FFT-OpenMP-PI-t4-32k,4.0,OpenMP,0.08210266666666667,0.08225483333333333,8.046153846153846,0.000660545664102564,5.4253186141807684e-08,0.001975096014543771,0.001980773527354063,0.04766748733793755,1.2715837021860757e-05,2.38055089487316e-09
64,CPU,2100.0,KMeans,KMeans-OpenMP-PI-t1,1.0,Serial,3828.104891166667,3828.106547,4.424025341130604,16.935629301447076,64.83136032441405,1.5860446505167332,1.5861289509120813,0.02613480105579002,0.09954275423108495,0.38103320089708037
65,CPU,2100.0,KMeans,KMeans-OpenMP-PI-t4,4.0,OpenMP,960.1972711666667,960.1990689999999,8.297222222222222,7.966966440516667,7.649864986565124,1.1481272123794102,1.1482125463395385,0.06361050460652165,0.06120742083815142,0.06029695077366066
66,CPU,2100.0,SPMV,SPMV-OpenMP-PI,4.0,OpenMP,16.670658666666665,16.67112283333333,9.173076923076922,0.15292084159230768,0.0025492896609088603,0.025711455918845237,0.025791917993175095,0.04883252384032095,0.000758506523811593,1.2902356332395217e-05
67,CPU,2100.0,SPMV,SPMV-serial-PI,1.0,Serial,35.962899,35.963214,5.376180836707153,0.19333890106646423,0.006953979670189305,0.4966367663167923,0.4966299289551519,0.020951824466169274,0.0023933927029980706,0.00018163645094995063
68,CPU,2100.0,SRAD,SRAD-OpenMP-PI-serial-small,1.0,Serial,48.470817333333336,48.472297499999996,5.034294871794873,0.24402067072970088,0.011828679943276521,0.3758770710073517,0.3758609706818462,0.022300875763723926,0.0026894562196161566,0.00021824260174565794
69,CPU,2100.0,SRAD,SRAD-OpenMP-PI-t4-small,4.0,OpenMP,43.93151016666667,43.93304116666667,7.19047619047619,0.3158897078190476,0.013877958875985938,0.25603637708451943,0.25598795121522167,0.011664236870396028,0.0021413109387863585,0.00017412502904041047
70,CPU,2200.0,BFS,BFS-OpenMP-PI-serial,1.0,Serial,19.142673,19.142956,4.655405405405406,0.08911691076621624,0.0017059360389417098,0.002000511534582211,0.0020260554780159425,0.030035284825531024,0.0005764066105187896,1.1064562904825246e-05
71,CPU,2200.0,BFS,BFS-OpenMP-PI-t4,4.0,OpenMP,5.8943015,5.894887833333333,7.7756410256410255,0.04583181893717949,0.00027014725052859276,0.015728256149363542,0.01573109083842102,0.03750082181873976,0.00021649724487401886,1.6100567677495253e-06
72,CPU,2200.0,FFT,FFT-OpenMP-PI-serial-32k,1.0,Serial,0.27315416666666664,0.2733135,4.457652277300165,0.0012175827452441926,3.325779404016538e-07,0.0007498672993714877,0.0007531408234852058,0.10319601809901227,2.6090946044914776e-05,6.62211463819499e-09
73,CPU,2200.0,FFT,FFT-OpenMP-PI-t4-32k,4.0,OpenMP,0.07750116666666666,0.07763450000000001,8.275641025641027,0.0006413705602564103,4.9707022223014104e-08,0.0001495130986457937,0.00015080948246049244,0.02251451427540022,1.61783188878354e-06,1.77585557233866e-10
74,CPU,2200.0,KMeans,KMeans-OpenMP-PI-t1,1.0,Serial,3656.6265975,3656.6283355,4.462280701754386,16.316898670179825,59.66482604800408,1.0861757803919303,1.086290916533924,0.02142219489173966,0.07956966800576118,0.29648127151028014
75,CPU,2200.0,KMeans,KMeans-OpenMP-PI-t4,4.0,OpenMP,917.0509441666667,917.05255,8.516666666666667,7.810210121333333,7.1623551396368015,0.3885509176534846,0.38845753420314033,0.04082482904638642,0.03575939450898637,0.03147215555545197
76,CPU,2200.0,SPMV,SPMV-OpenMP-PI,4.0,OpenMP,16.471238666666668,16.471719166666666,9.302564102564103,0.15322467987820515,0.002523801595372062,0.018074128179989192,0.018153010796193136,0.03462962669976225,0.0005714693117998977,1.0214877859069097e-05
77,CPU,2200.0,SPMV,SPMV-serial-PI,1.0,Serial,34.57391633333334,34.57420866666667,5.425641025641025,0.18757917780897437,0.0064856267980444434,0.3335386439431975,0.33356651324296216,0.02649848345182274,0.0010968158790996081,9.823735124959258e-05
78,CPU,2200.0,SRAD,SRAD-OpenMP-PI-serial-small,1.0,Serial,47.459454,47.46092183333334,5.078205128205128,0.24099272517435896,0.01143946720828405,0.8216495301460339,0.8216587740553662,0.024039743555557273,0.0030530044650466104,0.0003438267607613574
79,CPU,2200.0,SRAD,SRAD-OpenMP-PI-t4-small,4.0,OpenMP,44.016339499999994,44.01782866666667,7.296536796536796,0.3211659838045455,0.01413675040022837,0.19779534705220245,0.19779909688941222,0.07713309075729674,0.003607944637988191,0.000189935311375841
80,CPU,2300.0,BFS,BFS-OpenMP-PI-serial,1.0,Serial,18.33001833333333,18.330325666666667,4.744594594594594,0.08696850508693693,0.0015941342878085473,0.0016016950604480875,0.001612345703211224,0.02909644926991753,0.000533247980551847,9.77474894532547e-06
81,CPU,2300.0,BFS,BFS-OpenMP-PI-t4,4.0,OpenMP,5.713693333333333,5.7142773333333325,7.98534188034188,0.04562586812816239,0.0002606946789364205,0.017502736467954385,0.017513641627790223,0.02466363682371087,0.00021796741088283685,1.9331299777830557e-06
82,CPU,2300.0,FFT,FFT-OpenMP-PI-serial-32k,1.0,Serial,0.2614473333333333,0.2616105,4.590136054421769,0.0012000770829931973,3.137601927783456e-07,0.0009832445609647014,0.0009955492453917324,0.009255201418512606,4.600911373930134e-06,2.3030659841413028e-09
83,CPU,2300.0,FFT,FFT-OpenMP-PI-t4-32k,4.0,OpenMP,0.07433166666666667,0.074464,8.592307692307692,0.0006386832294871795,4.7474861517421794e-08,0.00019562890038710932,0.00019929375303807156,0.03440104580768889,3.6653697902498595e-06,3.787797032463278e-10
84,CPU,2300.0,KMeans,KMeans-OpenMP-PI-t1,1.0,Serial,3502.0817685,3502.0835038333335,4.515789473684211,15.814643921507018,55.38411244437726,1.3214219863084808,1.3212794841859334,0.04076824574955161,0.14022711335531385,0.48290390083803814
85,CPU,2300.0,KMeans,KMeans-OpenMP-PI-t4,4.0,OpenMP,878.0438653333334,878.0454663333334,8.783333333333333,7.712160545366667,6.771623595000378,0.3286825441666661,0.3286130436076644,0.07527726527090887,0.06735890573486056,0.06033940208498777
86,CPU,2300.0,SPMV,SPMV-OpenMP-PI,4.0,OpenMP,16.075489333333334,16.075884333333335,9.616666666666667,0.15459489593974357,0.0024859229020087396,0.2958722700164159,0.2958261072391448,0.07925939239012153,0.003228205827691837,9.49285488249166e-05
87,CPU,2300.0,SPMV,SPMV-serial-PI,1.0,Serial,33.51455383333333,33.51479466666667,5.537678062678062,0.1856018436048433,0.006223539083882107,0.7886053087846715,0.7885988529825986,0.02338261704028756,0.004874317080101124,0.00031138282295458417
88,CPU,2300.0,SRAD,SRAD-OpenMP-PI-serial-small,1.0,Serial,46.554852833333335,46.55623883333333,5.071581196581197,0.2361015750630342,0.010992256623800342,0.4415276042520621,0.4415147753502317,0.048013918830795504,0.0026729120147527125,0.00020344205687345781
89,CPU,2300.0,SRAD,SRAD-OpenMP-PI-t4-small,4.0,OpenMP,43.83386333333333,43.835385333333335,7.376190476190477,0.32331832745,0.014172318781688087,0.2572992619100693,0.25728894766286964,0.04107401648161512,0.00041144525224516863,9.04451040182747e-05
90,CPU,2400.0,BFS,BFS-OpenMP-PI-serial,1.0,Serial,17.57711816666667,17.577407,4.765315315315315,0.08376054781981983,0.0014722699791960938,0.008317002787463794,0.008343903451024575,0.017466793428000442,0.00032141784317090804,5.973786510043557e-06
91,CPU,2400.0,BFS,BFS-OpenMP-PI-t4,4.0,OpenMP,5.578608333333334,5.5791555,8.1,0.04518640102307692,0.0002520766372808069,0.013451997408068067,0.01344451696045632,0.05998027289113175,0.0002976154908655199,1.6658664229535911e-06
92,CPU,2400.0,FFT,FFT-OpenMP-PI-serial-32k,1.0,Serial,0.25007966666666664,0.25024416666666666,4.673341836734694,0.001168708357015306,2.922704149584434e-07,0.00013546610892273313,0.00012970029555350927,0.008053713240462383,2.4715371588501567e-06,7.487128246142466e-10
93,CPU,2400.0,FFT,FFT-OpenMP-PI-t4-32k,4.0,OpenMP,0.0721808,0.072314,8.688076923076924,0.0006269570457692308,4.526709305162962e-08,0.0018749873866242379,0.0018685749918052493,0.10793585099027095,8.835587350684595e-06,1.8200859651856952e-09
94,CPU,2400.0,KMeans,KMeans-OpenMP-PI-t1,1.0,Serial,3359.6950375,3359.6967153333335,4.608239616134353,15.482263694954804,52.0156396589417,1.537225023791563,1.5372760215233883,0.04338396361704418,0.1438183587947542,0.4778046008111998
95,CPU,2400.0,KMeans,KMeans-OpenMP-PI-t4,4.0,OpenMP,842.6743958333333,842.6758211666667,9.062962962962962,7.637118874666666,6.435598181345564,0.21754449980397475,0.21751976218302757,0.07459079037140125,0.06170692600606319,0.05106732787738866
96,CPU,2400.0,SPMV,SPMV-OpenMP-PI,4.0,OpenMP,15.702407,15.702728333333333,9.575534188034188,0.15035954820128206,0.0023618528957206624,0.3235413905360487,0.32347921967920434,0.04517919734668491,0.003216144315234557,9.935255445182493e-05
97,CPU,2400.0,SPMV,SPMV-serial-PI,1.0,Serial,32.76145866666666,32.76173716666667,5.566666666666666,0.18234574064871792,0.005977790759673405,1.0142052234526646,1.0142714712260053,0.038204267758336345,0.004646260212861941,0.0003396736805658764
98,CPU,2400.0,SRAD,SRAD-OpenMP-PI-serial-small,1.0,Serial,46.141853,46.14322216666667,5.145726495726495,0.23743658473717946,0.01095771625315179,0.6476178938599525,0.6475565179628481,0.022843069616366358,0.0037568377771752043,0.00032661133259633137
99,CPU,2400.0,SRAD,SRAD-OpenMP-PI-t4-small,4.0,OpenMP,43.85418383333333,43.855641,7.507142857142857,0.3292179357095238,0.01443765949708836,0.15465940085544885,0.15468032168055246,0.04403152859263553,0.0019367816055408987,0.00011142330891439978
100,GPU,500.0,BFS,BFS-OpenCL-PI,,OpenCL,14636.973893833334,14739.563801166667,3.675427729042637,53.797138163787075,787.4272841977777,0.17164576015450653,1.0837549883552664,0.031208541032603964,0.45657682325939536,6.679668084959612
101,GPU,500.0,FFT,FFT-OpenCL-PI-32k,,OpenCL,1.5264031666666666,3074457345620.4897,3.872312008978676,0.005910813891358026,9.02304213034755e-06,0.013601261815238566,7530851732713.455,0.015836998992726194,6.961351575395505e-05,1.8507695732153698e-07
102,GPU,500.0,KMeans,KMeams-OpenCL-RPI,,OpenCL,9814.040782,9911.310632333334,3.9577056277056273,38.841269661403885,381.1922887558979,14.221497271303537,17.409580118955745,0.045747087337121364,0.47134930500439937,4.898151041688006
