Device,algorithm_family,dev_backend,gpu_freq_mhz,mflops_per_w,throughput,run_power_w,conv_avg_ms,mflops_per_w_std,throughput_std,run_power_w_std,conv_avg_ms_std
JetsonOrinNanoSuper,UPF-OS,nano-clfft,714.0,429.2820625648123,174249.86599188554,9.941025641025641,1.468096,1.9605749386488032,809.7797695095817,0.015126032003848426,0.00681599618544487
JetsonOrinNanoSuper,UPF-OS,nano-clfft,816.0,433.406763120488,178609.76099601106,10.09284188034188,1.4323098333333333,4.088714946897835,1612.9717354973216,0.02860559715287262,0.013020018163069743
JetsonOrinNanoSuper,UPF-OS,nano-clfft,918.0,424.169649129617,181567.92109941508,10.483333333333333,1.4089688333333334,3.4332887669303944,1566.987300988859,0.013249241725911852,0.012127030921320635
JetsonOrinNanoSuper,UPF-OS,nano-clfft,1020.0,415.41025729288384,185385.85694696466,10.92948717948718,1.379892,1.3043846500207836,813.8168117882101,0.024527085217575434,0.006056815268769584
JetsonOrinNanoSuper,UPF-OS,nano-cufft,306.0,703.0010145161755,289616.79416958656,10.089473684210526,0.8834055,2.499207946669198,1218.3815537443706,0.015613049446517918,0.0037145053910312437
JetsonOrinNanoSuper,UPF-OS,nano-cufft,408.0,819.1623229108818,351592.0873821289,10.511538461538462,0.7276998333333333,9.395617986720252,4449.710015699147,0.026085884550481612,0.009127565533408518
JetsonOrinNanoSuper,UPF-OS,nano-cufft,510.0,892.6267715405107,397798.9369054269,10.914102564102564,0.6431318333333333,8.777425313650255,4865.402906900418,0.040533912068950836,0.007732954012967278
JetsonOrinNanoSuper,UPF-OS,nano-cufft,612.0,953.7481035444507,439318.822545642,11.28076923076923,0.5823948333333333,15.16595810070324,7663.450588032276,0.021620722034701677,0.010087298635743168
JetsonOrinNanoSuper,UPF-OS,nano-cufft,714.0,998.6664864425871,471102.989556063,11.552564102564103,0.543106,15.813317978323857,9032.01039078825,0.045486630239796155,0.010377063418906077
JetsonOrinNanoSuper,UPF-OS,nano-cufft,816.0,1043.1192407915976,503482.81445694226,11.82051282051282,0.5081078333333333,12.956468958406063,8143.459964521111,0.05488641559542999,0.008301855923025096
JetsonOrinNanoSuper,UPF-OS,nano-cufft,918.0,1058.1138957903477,539366.1330503445,12.48392857142857,0.47426983333333333,13.928713813457634,7961.768738307256,0.07797664485509151,0.007060846901517312
JetsonOrinNanoSuper,UPF-OS,nano-cufft,1020.0,1041.232756568441,555139.3162827377,13.057142857142857,0.4608125,14.60555555000862,9061.664794415057,0.07228063223241862,0.0076318922096685815
RaspberryPiComputeModule5,OLA,RPi-clfft,500.0,390.05098732152675,51231.63808633457,3.7300858998533415,100.0975285,4.208359203063142,43.64987862441088,0.04142566255629952,0.08524846330755483
RaspberryPiComputeModule5,OLA,RPi-clfft,550.0,424.5517860320352,55362.35166837113,3.7037697581302234,92.62898083333334,7.004523467612653,50.93210298249054,0.06297549253970694,0.0853029844153572
RaspberryPiComputeModule5,OLA,RPi-clfft,600.0,449.9226132729311,59113.53930379462,3.7311290322580644,86.750854,4.309609034148467,20.469459512963237,0.03491255614364002,0.030063273540979298
RaspberryPiComputeModule5,OLA,RPi-clfft,650.0,474.8816461361093,62624.5229609856,3.745017921146953,81.88728833333333,4.611888835151413,51.159231434330465,0.03858202768208117,0.06685996564661104
RaspberryPiComputeModule5,OLA,RPi-clfft,700.0,485.2623102679386,65769.47774412583,3.8494982078853046,77.971733,8.218509674769315,126.88712179272457,0.061553694332720954,0.15021269531967382
RaspberryPiComputeModule5,OLA,RPi-clfft,750.0,507.864497978266,69054.6801030518,3.862388888888889,74.26221483333335,10.472874988215917,113.547720744469,0.07896733970915278,0.12217155918366089
RaspberryPiComputeModule5,OLA,RPi-clfft,800.0,516.5712871033949,71975.67170844416,3.9579999999999997,71.24826666666667,11.029835053117505,42.97431787177827,0.08278164047661782,0.04253084434932967
RaspberryPiComputeModule5,OLA,RPi-clfft,850.0,538.7853544598175,74781.29207509385,3.9416944444444444,68.57542766666667,6.436679158633035,179.3161387329061,0.04376178148245927,0.16400826168417773
RaspberryPiComputeModule5,OLA,RPi-clfft,900.0,563.407956928329,77531.65900105321,3.908,66.14259066666666,5.940769847567253,119.65282086288812,0.04118252056394801,0.10218686725341428
RaspberryPiComputeModule5,OLA,RPi-clfft,960.0,569.4272676593581,80631.47545221224,4.021583333333333,63.59974316666666,7.575773050719369,136.66893248024363,0.06016327321916946,0.10791672433764019
RaspberryPiComputeModule5,UPF-OS,RPi-clfft,500.0,199.0522601786895,30755.373597495724,3.784467627090578,8.321685833333333,2.33452317658748,23.738992756803356,0.04438835635665034,0.00642920777130932
RaspberryPiComputeModule5,UPF-OS,RPi-clfft,550.0,214.3822781966795,33087.259635255425,3.7799526955387,7.735258833333333,1.3994011143527918,32.27098657635241,0.021227417678442103,0.00753126213636643
RaspberryPiComputeModule5,UPF-OS,RPi-clfft,600.0,227.28838202612943,35643.00093370997,3.8412121212121213,7.180568666666667,3.1798367723493306,40.532380848531304,0.053327823406841716,0.00816132512933209
RaspberryPiComputeModule5,UPF-OS,RPi-clfft,650.0,233.93212247983695,37408.01926078941,3.9174792013185464,6.841749,4.525123844090205,27.723929356604003,0.07311892718902298,0.005041749497941974
RaspberryPiComputeModule5,UPF-OS,RPi-clfft,700.0,241.38921062056056,39590.45339787656,4.0173469387755105,6.464554,3.3486412462653554,46.94011910042628,0.05255250641845822,0.007665835897017516
RaspberryPiComputeModule5,UPF-OS,RPi-clfft,750.0,249.3255500709207,41833.96623909539,4.10968992248062,6.117872833333333,3.0069334426274055,67.59813701016893,0.043018017699146115,0.009853613985064996
RaspberryPiComputeModule5,UPF-OS,RPi-clfft,800.0,268.1026665423611,43792.07449221553,4.001857155586105,5.8443146666666665,5.62510109107201,77.23899598488742,0.08767643617597469,0.010248603859388188
RaspberryPiComputeModule5,UPF-OS,RPi-clfft,850.0,271.06168145172893,45551.99747931792,4.115891472868217,5.618402499999999,2.263261494989053,46.27045089608805,0.03206998386579501,0.0057249141390940325
RaspberryPiComputeModule5,UPF-OS,RPi-clfft,900.0,273.18898210911544,47216.98227757268,4.233204134366925,5.420318833333333,2.6151281756240294,28.542562907699995,0.04035601635948311,0.0032473569201227296
RaspberryPiComputeModule5,UPF-OS,RPi-clfft,960.0,283.8638897976053,49087.89060048299,4.235447947947947,5.213694833333333,2.756629762949087,68.28474238215088,0.041337741186280745,0.007181295465768341
