run_dir,Platform,Device,Algorithm,Threads,Backend,Banks,Channels,arm_freq,gpu_freq,dmc_freq_max,policy4_freq_min,cpu_freq,policy6_freq,core_freq_min,over_voltage_min,cpu_freq_max,governor,policy0_freq_min,policy0_freq,policy0_freq_max,Device,v3d_freq_min,policy6_freq_max,dmc_freq_min,Config_Name,v3d_freq,policy4_freq,Config_ID,cpu_freq_min,TestName,arm_freq_min,cpu_governor,policy4_freq_max,core_freq,over_voltage,dmc_freq,Governor,dmc_governor,gpu_freq_max,policy6_freq_min,cores_online,gpu_freq_min,emc_max_freq,gpu_governor,conv_avg_ms,total_exec_ms,Kernel Runtime,Region of Interest,idle_power_w,run_power_w
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_performance\PoCL_arm_freq_performance_arm_freq2400\run9,pocl,RaspberryPiComputeModule5,,,clola,,1,2400,0,0,0,0,0,0,0,0,0,0,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,PoCL_arm_freq_performance,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,1195.366935,23907.384448,,,4.316666666666666,7.648
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1500_core_freq_min500_v3d_freq_min500\run1,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1500,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1491.379656,29827.636075,,,3.4916666666666667,5.651612903225806
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1500_core_freq_min500_v3d_freq_min500\run2,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1500,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1564.995122,31299.957185,,,3.4733333333333336,5.602702702702702
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1500_core_freq_min500_v3d_freq_min500\run3,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1500,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1548.56192,30971.285593,,,3.4183333333333334,5.548648648648649
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1500_core_freq_min500_v3d_freq_min500\run4,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1500,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1541.202179,30824.088759,,,3.39,5.594594594594595
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1500_core_freq_min500_v3d_freq_min500\run5,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1500,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1552.08452,31041.739445,,,3.441666666666667,5.578378378378377
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1500_core_freq_min500_v3d_freq_min500\run6,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1500,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1543.687641,30873.801204,,,3.4699999999999998,5.589189189189189
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1500_core_freq_min500_v3d_freq_min500\run7,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1500,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1574.438141,31488.806185,,,3.4283333333333332,5.583783783783784
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1500_core_freq_min500_v3d_freq_min500\run8,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1500,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1563.465067,31269.345222,,,3.4466666666666668,5.5864864864864865
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1500_core_freq_min500_v3d_freq_min500\run9,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1500,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1557.725869,31154.562389,,,3.4266666666666667,5.57027027027027
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1600_core_freq_min500_v3d_freq_min500\run1,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1600,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1524.857885,30497.225482,,,3.8366666666666664,5.712903225806452
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1600_core_freq_min500_v3d_freq_min500\run2,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1600,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1503.422719,30068.499815,,,3.8183333333333334,5.7783783783783775
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1600_core_freq_min500_v3d_freq_min500\run3,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1600,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1519.423783,30388.527408,,,3.81,5.77027027027027
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1600_core_freq_min500_v3d_freq_min500\run4,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1600,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1486.66924,29733.433075,,,3.7616666666666663,5.783870967741936
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1600_core_freq_min500_v3d_freq_min500\run5,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1600,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1518.921919,30378.478648,,,3.8549999999999995,5.758064516129032
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1600_core_freq_min500_v3d_freq_min500\run6,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1600,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1479.119179,29582.428037,,,3.831666666666666,5.764516129032257
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1600_core_freq_min500_v3d_freq_min500\run7,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1600,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1511.382824,30227.699723,,,3.8299999999999996,5.761290322580645
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1600_core_freq_min500_v3d_freq_min500\run8,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1600,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1485.686521,29713.781186,,,3.878333333333333,5.835483870967742
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1600_core_freq_min500_v3d_freq_min500\run9,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1600,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1509.620636,30192.454464,,,3.8449999999999998,5.790322580645161
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1700_core_freq_min500_v3d_freq_min500\run1,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1700,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1452.550083,29051.050946,,,3.7733333333333334,5.796774193548386
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1700_core_freq_min500_v3d_freq_min500\run2,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1700,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1479.014002,29580.324278,,,3.8233333333333333,5.754838709677419
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1700_core_freq_min500_v3d_freq_min500\run3,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1700,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1433.944061,28678.928039,,,3.8366666666666664,5.838709677419355
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1700_core_freq_min500_v3d_freq_min500\run4,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1700,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1454.815788,29096.357761,,,3.865,5.858064516129032
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1700_core_freq_min500_v3d_freq_min500\run5,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1700,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1470.313349,29406.315038,,,3.838333333333333,5.912903225806452
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1700_core_freq_min500_v3d_freq_min500\run6,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1700,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1439.217278,28784.395168,,,3.8449999999999998,5.874193548387097
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1700_core_freq_min500_v3d_freq_min500\run7,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1700,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1453.886069,29077.767168,,,3.8333333333333335,5.864516129032259
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1700_core_freq_min500_v3d_freq_min500\run8,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1700,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1452.916384,29058.374724,,,3.8,5.87741935483871
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1700_core_freq_min500_v3d_freq_min500\run9,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1700,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1453.483359,29069.712983,,,3.8449999999999998,5.83225806451613
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1800_core_freq_min500_v3d_freq_min500\run1,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1800,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1388.461428,27769.270206,,,3.7966666666666664,6.04516129032258
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1800_core_freq_min500_v3d_freq_min500\run2,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1800,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1394.062927,27881.303131,,,3.8233333333333333,6.025806451612904
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1800_core_freq_min500_v3d_freq_min500\run3,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1800,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1410.839272,28216.830187,,,3.7766666666666664,6.012903225806451
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1800_core_freq_min500_v3d_freq_min500\run4,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1800,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1408.253608,28165.117502,,,3.788333333333333,6.054838709677419
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1800_core_freq_min500_v3d_freq_min500\run5,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1800,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1427.021408,28540.474446,,,3.8433333333333333,6.061290322580645
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1800_core_freq_min500_v3d_freq_min500\run6,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1800,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1399.387653,27987.795558,,,3.8433333333333333,5.996774193548387
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1800_core_freq_min500_v3d_freq_min500\run7,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1800,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1416.886975,28337.784243,,,3.8016666666666667,6.016129032258065
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1800_core_freq_min500_v3d_freq_min500\run8,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1800,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1399.073021,27981.50802,,,3.838333333333333,6.048387096774194
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1800_core_freq_min500_v3d_freq_min500\run9,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1800,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1402.672132,28053.489872,,,3.885,6.054838709677419
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1900_core_freq_min500_v3d_freq_min500\run1,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1900,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1369.804886,27396.141466,,,3.8400000000000003,6.232258064516128
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1900_core_freq_min500_v3d_freq_min500\run2,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1900,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1385.66673,27713.384872,,,3.85,6.280645161290322
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1900_core_freq_min500_v3d_freq_min500\run3,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1900,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1376.356529,27527.174891,,,3.863333333333333,6.15483870967742
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1900_core_freq_min500_v3d_freq_min500\run4,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1900,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1372.615046,27452.347391,,,3.8583333333333334,6.209677419354839
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1900_core_freq_min500_v3d_freq_min500\run5,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1900,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1362.833509,27256.713965,,,3.788333333333333,6.17741935483871
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1900_core_freq_min500_v3d_freq_min500\run6,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1900,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1360.508208,27210.214243,,,3.7983333333333333,6.161290322580645
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1900_core_freq_min500_v3d_freq_min500\run7,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1900,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1396.445237,27928.946798,,,3.7866666666666666,6.180645161290323
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1900_core_freq_min500_v3d_freq_min500\run8,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1900,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1371.824209,27436.533965,,,3.9066666666666667,6.238709677419355
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min1900_core_freq_min500_v3d_freq_min500\run9,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,1900,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1356.109316,27122.242299,,,3.8183333333333334,6.209677419354839
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min2100_core_freq_min500_v3d_freq_min500\run1,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,2100,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1281.401314,25628.069781,,,3.9099999999999997,6.583870967741936
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min2100_core_freq_min500_v3d_freq_min500\run2,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,2100,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1269.952375,25399.091374,,,3.908333333333333,6.632
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min2100_core_freq_min500_v3d_freq_min500\run3,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,2100,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1273.742645,25474.901541,,,3.8833333333333333,6.658064516129032
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min2100_core_freq_min500_v3d_freq_min500\run4,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,2100,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1288.450136,25769.047448,,,3.885,6.577419354838709
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min2100_core_freq_min500_v3d_freq_min500\run5,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,2100,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1257.262343,25145.287633,,,3.8466666666666662,6.656000000000001
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min2100_core_freq_min500_v3d_freq_min500\run6,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,2100,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1264.950937,25299.064726,,,3.9016666666666664,6.652
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min2100_core_freq_min500_v3d_freq_min500\run7,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,2100,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1301.887838,26037.803447,,,3.85,6.561290322580645
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min2100_core_freq_min500_v3d_freq_min500\run8,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,2100,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1284.195821,25683.96417,,,3.835,6.656000000000001
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min2100_core_freq_min500_v3d_freq_min500\run9,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,2100,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1276.991136,25539.884059,,,3.888333333333333,6.648387096774194
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min2200_core_freq_min500_v3d_freq_min500\run1,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,2200,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1232.94065,24658.856504,,,4.02,6.756
bench_logs\overlap_add_one-shot_tests\2026-03-12\PoCL_arm_freq_powersave\CPU_test_4_arm_freq_min2200_core_freq_min500_v3d_freq_min500\run2,pocl,RaspberryPiComputeModule5,,,clola,,1,0,0,0,0,0,0,500,0,0,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,PoCL_arm_freq_powersave,2200,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1248.197362,24963.990078,,,3.8866666666666663,6.776
