run_dir,Platform,Device,Algorithm,Threads,Signal_Length,Filter_Length,Backend,N_FFT,Banks,Channels,policy0_freq_min,v3d_freq,gpu_freq,dmc_freq,Device,v3d_freq_min,dmc_governor,gpu_governor,policy0_freq,policy4_freq,policy0_freq_max,policy6_freq,dmc_freq_min,TestName,Governor,gpu_freq_max,cores_online,arm_freq_min,cpu_governor,cpu_freq,cpu_freq_max,core_freq,dmc_freq_max,cpu_freq_min,arm_freq,over_voltage_min,Config_ID,governor,policy6_freq_max,policy6_freq_min,policy4_freq_min,policy4_freq_max,Config_Name,over_voltage,core_freq_min,emc_max_freq,gpu_freq_min,conv_avg_ms,total_exec_ms,Kernel Runtime,Region of Interest,idle_power_w,run_power_w
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min500\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.947,19329.754822,,,3.18,3.7473684210526317
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min500\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.974061,19435.208304,,,3.1883333333333335,3.7684210526315787
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min500\run7,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,5.006466,19561.840655,,,3.1816666666666666,3.7578947368421054
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min500\run8,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.930283,19264.358711,,,3.2,3.7421052631578946
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min500\run9,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.96114,19384.738377,,,3.1816666666666666,3.715789473684211
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min550\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,550,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.705564,18386.161044,,,3.191666666666667,3.8000000000000003
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min550\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,550,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.631787,18098.0766,,,3.2266666666666666,3.805263157894737
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min550\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,550,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.646013,18153.473675,,,3.225,3.8210526315789473
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min550\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,550,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.698672,18359.247045,,,3.211666666666667,3.8000000000000003
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min550\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,550,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.609949,18012.491286,,,3.2016666666666667,3.8263157894736843
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min550\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,550,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.617434,18041.774748,,,3.25,3.8157894736842106
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min550\run7,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,550,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.653092,18181.287933,,,3.211666666666667,3.789473684210526
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min550\run8,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,550,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.674649,18265.310452,,,3.235,3.7736842105263158
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min550\run9,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,550,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.651866,18176.521749,,,3.2516666666666665,3.7789473684210524
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min600\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,600,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.430148,17310.033453,,,3.2150000000000003,3.9153846153846152
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min600\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,600,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.352351,17006.153804,,,3.2816666666666667,3.8
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min600\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,600,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.417611,17261.02373,,,3.2616666666666663,3.869230769230769
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min600\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,600,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.339601,16956.234156,,,3.2383333333333337,3.869230769230769
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min600\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,600,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.336425,16943.909434,,,3.216666666666667,3.8999999999999995
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min600\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,600,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.334964,16938.221916,,,3.2616666666666663,3.8999999999999995
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min600\run7,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,600,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.44667,17374.735064,,,3.2150000000000003,3.8307692307692305
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min600\run8,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,600,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.344739,16976.444823,,,3.325,3.8999999999999995
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min600\run9,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,600,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.419129,17267.072416,,,3.2733333333333334,3.8
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min650\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,650,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.15252,16225.380582,,,3.1933333333333334,3.8307692307692305
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min650\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,650,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.154929,16235.044731,,,3.265,3.8923076923076922
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min650\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,650,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.167361,16283.398139,,,3.2866666666666666,3.8
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min650\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,650,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.23302,16540.14575,,,3.2100000000000004,3.861538461538461
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min650\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,650,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.139937,16176.338935,,,3.2183333333333333,3.876923076923077
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min650\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,650,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.187139,16360.693879,,,3.235,3.8999999999999995
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min650\run7,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,650,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.153809,16230.425897,,,3.231666666666667,3.861538461538461
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min650\run8,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,650,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.174357,16310.894694,,,3.2483333333333335,3.8846153846153846
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min650\run9,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,650,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.136594,16163.16038,,,3.271666666666667,3.8
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min700\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,700,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.036383,15771.627713,,,3.231666666666667,3.8923076923076922
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min700\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,700,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.072804,15913.815879,,,3.2483333333333335,3.8999999999999995
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min700\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,700,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.069814,15902.247083,,,3.2366666666666664,3.923076923076923
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min700\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,700,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.946581,15420.735935,,,3.2483333333333335,3.946153846153846
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min700\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,700,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.934439,15373.39775,,,3.2550000000000003,3.8846153846153846
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min700\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,700,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.082318,15951.159676,,,3.2283333333333335,3.9153846153846152
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min700\run7,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,700,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.967283,15501.586046,,,3.2550000000000003,3.9153846153846152
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min700\run8,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,700,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.952592,15444.239436,,,3.216666666666667,3.9076923076923076
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min700\run9,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,700,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.018197,15700.711213,,,3.2483333333333335,3.8999999999999995
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min750\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,750,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.918068,15309.457231,,,3.4,4.015384615384615
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min750\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,750,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.813395,14900.429547,,,3.4166666666666665,4.030769230769231
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min750\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,750,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.78013,14770.497084,,,3.478333333333333,4.107692307692307
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min750\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,750,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.783716,14784.50951,,,3.4566666666666666,4.007692307692308
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min750\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,750,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.807728,14878.250676,,,3.4716666666666667,4.061538461538461
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min750\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,750,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.853152,15055.767268,,,3.4233333333333333,4.107692307692307
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min750\run7,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,750,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.832845,14976.595157,,,3.496666666666667,4.046153846153846
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min750\run8,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,750,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.780852,14773.337824,,,3.4466666666666668,3.976923076923077
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min750\run9,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,750,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.863099,15094.684621,,,3.4583333333333335,4.107692307692307
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min800\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,800,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.771907,14738.295695,,,3.4983333333333335,4.184615384615385
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min800\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,800,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.675107,14360.173158,,,3.4583333333333335,4.076923076923077
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min800\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,800,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.666748,14327.482454,,,3.4983333333333335,4.176923076923076
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min800\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,800,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.66722,14329.279566,,,3.438333333333333,4.115384615384615
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_8_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min800\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,800,0,0,0,0,0,0,0,clfft_upols_vs_v3d_freq_8_banks,powersave,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.635446,14205.105362,,,3.493333333333333,4.184615384615385
