run_dir,Platform,Device,Algorithm,Threads,Signal_Length,Filter_Length,Backend,N_FFT,Banks,Channels,policy0_freq_min,v3d_freq,gpu_freq,dmc_freq,Device,v3d_freq_min,dmc_governor,gpu_governor,policy0_freq,policy4_freq,policy0_freq_max,policy6_freq,dmc_freq_min,TestName,Governor,gpu_freq_max,cores_online,arm_freq_min,cpu_governor,cpu_freq,cpu_freq_max,core_freq,dmc_freq_max,cpu_freq_min,arm_freq,over_voltage_min,Config_ID,governor,policy6_freq_max,policy6_freq_min,policy4_freq_min,policy4_freq_max,Config_Name,over_voltage,core_freq_min,emc_max_freq,gpu_freq_min,conv_avg_ms,total_exec_ms,Kernel Runtime,Region of Interest,idle_power_w,run_power_w
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min1800_core_freq_min500_v3d_freq_min500\run8,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,9.614585,37571.586441,,,3.7550000000000003,4.8621621621621625
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min1800_core_freq_min500_v3d_freq_min500\run9,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,9.629536,37630.059793,,,3.765,4.854054054054054
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min1900_core_freq_min500_v3d_freq_min500\run1,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.479217,33134.994369,,,3.7716666666666665,4.987096774193549
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min1900_core_freq_min500_v3d_freq_min500\run2,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.497134,33203.866517,,,3.7866666666666666,4.951612903225806
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min1900_core_freq_min500_v3d_freq_min500\run3,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.622797,33695.300646,,,3.795,4.916129032258064
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min1900_core_freq_min500_v3d_freq_min500\run4,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.553321,33423.435221,,,3.78,4.951612903225806
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min1900_core_freq_min500_v3d_freq_min500\run5,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.476004,33121.857795,,,3.7666666666666666,4.941935483870968
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min1900_core_freq_min500_v3d_freq_min500\run6,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.632799,33734.874646,,,3.7766666666666664,4.932258064516129
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min1900_core_freq_min500_v3d_freq_min500\run7,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,9.732168,38030.633644,,,3.768333333333333,4.918918918918919
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min1900_core_freq_min500_v3d_freq_min500\run8,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.461022,33064.035666,,,3.743333333333333,4.948387096774193
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min1900_core_freq_min500_v3d_freq_min500\run9,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,9.681568,37833.272848,,,3.76,4.9270270270270276
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2100_core_freq_min500_v3d_freq_min500\run1,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.10609,31675.868092,,,3.8733333333333335,5.151612903225806
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2100_core_freq_min500_v3d_freq_min500\run2,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.398054,32819.35398,,,3.841666666666667,5.1
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2100_core_freq_min500_v3d_freq_min500\run3,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.583116,33541.21985,,,3.8266666666666667,5.080645161290323
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2100_core_freq_min500_v3d_freq_min500\run4,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.746301,34179.76311,,,3.856666666666667,5.129032258064516
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2100_core_freq_min500_v3d_freq_min500\run5,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.602311,33615.838406,,,3.8833333333333333,5.138709677419354
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2100_core_freq_min500_v3d_freq_min500\run6,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.710218,34036.996276,,,3.831666666666666,5.1
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2100_core_freq_min500_v3d_freq_min500\run7,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.700999,33999.868646,,,3.8299999999999996,5.103225806451612
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2100_core_freq_min500_v3d_freq_min500\run8,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,9.726402,38008.459921,,,3.838333333333333,5.075675675675675
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2100_core_freq_min500_v3d_freq_min500\run9,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,9.777783,38209.190847,,,3.85,5.07027027027027
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2200_core_freq_min500_v3d_freq_min500\run1,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.317842,32504.220592,,,3.9016666666666664,5.283870967741935
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2200_core_freq_min500_v3d_freq_min500\run10,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.299247,32430.466925,,,3.908333333333333,5.251612903225807
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2200_core_freq_min500_v3d_freq_min500\run11,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.262363,32286.819444,,,3.938333333333333,5.248387096774193
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2200_core_freq_min500_v3d_freq_min500\run2,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.367648,32700.415073,,,3.9099999999999997,5.196774193548387
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2200_core_freq_min500_v3d_freq_min500\run3,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.263232,32291.368573,,,3.925,5.316129032258065
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2200_core_freq_min500_v3d_freq_min500\run4,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.296519,32422.328129,,,3.925,5.235483870967743
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2200_core_freq_min500_v3d_freq_min500\run5,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.387514,32777.074813,,,3.89,5.280645161290322
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2200_core_freq_min500_v3d_freq_min500\run6,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.667385,33870.466442,,,3.915,5.238709677419355
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2200_core_freq_min500_v3d_freq_min500\run7,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.433834,32957.385702,,,3.94,5.241935483870968
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2200_core_freq_min500_v3d_freq_min500\run8,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.373384,32721.728221,,,3.9299999999999997,5.261290322580645
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2200_core_freq_min500_v3d_freq_min500\run9,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.324571,32531.042944,,,3.875,5.212903225806452
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2300_core_freq_min500_v3d_freq_min500\run1,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.065837,31521.391333,,,3.908333333333333,5.406666666666667
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2300_core_freq_min500_v3d_freq_min500\run2,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.289865,32394.789758,,,3.95,5.3903225806451625
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2300_core_freq_min500_v3d_freq_min500\run3,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.287978,32387.73711,,,3.9583333333333335,5.425806451612903
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2300_core_freq_min500_v3d_freq_min500\run4,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.569999,33490.16561,,,3.9066666666666667,5.316129032258065
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2300_core_freq_min500_v3d_freq_min500\run5,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.32768,32541.622573,,,3.9116666666666666,5.316129032258065
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2300_core_freq_min500_v3d_freq_min500\run6,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.550986,33414.389869,,,3.9633333333333334,5.316129032258065
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2300_core_freq_min500_v3d_freq_min500\run7,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.35963,32669.550351,,,3.9650000000000003,5.351612903225806
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2300_core_freq_min500_v3d_freq_min500\run8,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.367826,32698.658351,,,3.9583333333333335,5.325806451612903
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2300_core_freq_min500_v3d_freq_min500\run9,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,9.264146,36203.482997,,,3.941666666666667,5.3
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2400_core_freq_min500_v3d_freq_min500\run1,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.38163,32753.766295,,,3.9916666666666667,5.464516129032258
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2400_core_freq_min500_v3d_freq_min500\run2,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.510012,33256.037017,,,3.9716666666666667,5.451612903225806
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2400_core_freq_min500_v3d_freq_min500\run3,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.312858,32484.919314,,,3.96,5.467741935483871
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2400_core_freq_min500_v3d_freq_min500\run4,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,9.222113,36039.010886,,,4.033333333333333,5.462162162162162
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2400_core_freq_min500_v3d_freq_min500\run5,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.421333,32908.702184,,,4.035,5.466666666666667
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2400_core_freq_min500_v3d_freq_min500\run6,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.336023,32575.316166,,,4.038333333333333,5.474193548387096
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2400_core_freq_min500_v3d_freq_min500\run7,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.25758,32268.666518,,,4.01,5.496774193548387
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2400_core_freq_min500_v3d_freq_min500\run8,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.383136,32759.069518,,,3.988333333333333,5.525806451612904
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_16_banks\arm_freq_min2400_core_freq_min500_v3d_freq_min500\run9,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_16_banks,powersave,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.428048,32935.645129,,,3.985,5.464516129032258
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_8_banks\arm_freq_min2300_core_freq_min500_v3d_freq_min500\run1,,RaspberryPiComputeModule5,,,,,fftw-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_8_banks,powersave,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.087856,15979.353065,,,3.9716666666666667,5.2846153846153845
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_8_banks\arm_freq_min2300_core_freq_min500_v3d_freq_min500\run2,,RaspberryPiComputeModule5,,,,,fftw-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_8_banks,powersave,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.029349,15749.217639,,,3.9766666666666666,5.323076923076924
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_8_banks\arm_freq_min2300_core_freq_min500_v3d_freq_min500\run3,,RaspberryPiComputeModule5,,,,,fftw-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_8_banks,powersave,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.976032,15539.638583,,,3.98,5.338461538461539
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_8_banks\arm_freq_min2300_core_freq_min500_v3d_freq_min500\run4,,RaspberryPiComputeModule5,,,,,fftw-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_8_banks,powersave,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.9791,15554.017731,,,3.9566666666666666,5.323076923076924
bench_logs\upols_stream_tests\2026-05-15\fftw_upols_vs_arm_freq_powersave_8_banks\arm_freq_min2300_core_freq_min500_v3d_freq_min500\run5,,RaspberryPiComputeModule5,,,,,fftw-upols,,8,16,0,0,0,0,RaspberryPiComputeModule5,500,0,0,0,0,0,0,0,fftw_upols_vs_arm_freq_powersave_8_banks,powersave,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,3.9376,15391.260473,,,3.953333333333333,5.292307692307692
