run_dir,Platform,Device,Algorithm,Threads,policy6_freq_min,TestName,dmc_governor,Config_Name,cpu_freq_min,cpu_freq_max,dmc_freq,Config_ID,gpu_freq_max,gpu_freq,policy4_freq_max,policy6_freq_max,v3d_freq,cpu_governor,cores_online,gpu_freq_min,policy0_freq,arm_freq_min,core_freq_min,policy4_freq,policy4_freq_min,arm_freq,policy0_freq_min,governor,cpu_freq,v3d_freq_min,Device,over_voltage,Governor,over_voltage_min,dmc_freq_max,policy6_freq,gpu_governor,dmc_freq_min,policy0_freq_max,emc_max_freq,core_freq,conv_avg_ms,total_exec_ms,Kernel Runtime,Region of Interest,idle_power_w,run_power_w
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq1800\run5,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1800,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,96495.96485,6.556234,6.556915,3.193333333333334,7.115384615384615
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq1800\run6,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1800,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,97490.389775,6.558884,6.559563,3.18,7.1692307692307695
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq1900\run1,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1900,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,94808.668388,6.289337,6.290006,3.1600000000000006,7.299999999999999
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq1900\run2,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1900,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,93841.41837,6.289888,6.290494,3.1600000000000006,7.2153846153846155
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq1900\run3,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1900,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,100873.267792,6.305316,6.305946,3.1733333333333333,7.269230769230769
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq1900\run4,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1900,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,112852.256821,6.301649,6.30229,3.2133333333333334,7.3538461538461535
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq1900\run5,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1900,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,93874.840148,6.297923,6.298527,3.2333333333333334,7.2153846153846155
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq1900\run6,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1900,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,115867.313894,6.305366,6.30601,3.193333333333334,7.253846153846154
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2000\run1,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2000,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,98867.9312,6.358451,6.359106,3.22,7.223076923076923
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2000\run2,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2000,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,95910.077684,6.353042,6.353716,3.2333333333333334,7.246153846153846
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2000\run3,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2000,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,99835.283145,6.332422,6.333092,3.28,7.207692307692308
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2000\run4,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2000,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,89846.931836,6.336502,6.337115,3.2,7.346153846153846
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2000\run5,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2000,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,89884.825354,6.342858,6.343551,3.2133333333333334,7.2153846153846155
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2000\run6,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2000,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,99826.648533,6.333334,6.333961,3.186666666666667,7.338461538461539
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2100\run1,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2100,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,95306.433888,6.108599,6.109227,3.32,7.7
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2100\run2,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2100,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,96275.526554,6.097191,6.097813,3.1666666666666665,7.607692307692307
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2100\run3,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2100,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,107269.611917,6.084994,6.085664,3.2733333333333334,7.661538461538461
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2100\run4,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2100,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,96303.938813,6.091516,6.092093,3.2133333333333334,7.607692307692307
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2100\run5,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2100,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,120319.152058,6.077052,6.077663,3.2333333333333334,7.576923076923077
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2100\run6,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2100,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,97311.692812,6.080249,6.080914,3.2133333333333334,7.6
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2200\run1,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2200,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,92908.363334,5.922218,5.92282,3.2666666666666666,7.730769230769231
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2200\run2,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2200,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,93819.17937,5.882322,5.882912,3.2266666666666666,7.738461538461538
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2200\run3,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2200,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,89831.885539,5.903698,5.904277,3.353333333333333,7.800000000000001
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2200\run4,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2200,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,89838.591724,5.888528,5.889062,3.3733333333333335,7.8307692307692305
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2200\run5,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2200,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,95808.119591,5.883771,5.884385,3.2733333333333334,7.776923076923077
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2200\run6,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2200,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,94799.370351,5.885272,5.885871,3.246666666666667,7.776923076923077
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2300\run1,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2300,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,93441.666018,5.742871,5.74346,3.24,8.0
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2300\run2,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2300,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,91413.881945,5.716184,5.716792,3.36,7.938461538461539
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2300\run3,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2300,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,108699.837546,5.711677,5.712243,3.2933333333333334,7.996666666666667
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2300\run4,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2300,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,94380.78387,5.69863,5.699228,3.2933333333333334,7.984615384615385
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2300\run5,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2300,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,90365.070594,5.693422,5.693965,3.24,7.984615384615385
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2300\run6,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2300,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,92386.408834,5.719376,5.719976,3.2666666666666666,8.007692307692308
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2400\run1,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2400,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,113098.580951,5.575559,5.576181,3.22,8.13076923076923
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2400\run2,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2400,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,88146.114521,5.598436,5.598939,3.24,8.123076923076923
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2400\run3,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2400,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,109105.797787,5.568916,5.56952,3.3,8.138461538461538
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2400\run4,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2400,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,93131.550315,5.587265,5.587831,3.2866666666666666,8.0
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2400\run5,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2400,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,95138.062517,5.580973,5.581474,3.36,8.053846153846154
bench_logs\2026-06-02\BFS-OpenMP-PI-t4\arm_freq2400\run6,OpenMP,RaspberryPiComputeModule5,BFS,4,0,BFS-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,2400,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,94083.097259,5.560501,5.560988,3.3399999999999994,8.153846153846153
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1500\run1,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1500,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,54670.131875,1333.902555,1333.904018,2.8466666666666662,6.757142857142857
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1500\run2,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1500,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,57255.86367,1333.485703,1333.487584,2.7266666666666666,6.8
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1500\run3,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1500,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,66556.146905,1333.359147,1333.36137,2.8400000000000003,6.857142857142857
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1500\run4,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1500,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,78681.893342,1337.499551,1337.501525,2.86,6.979166666666667
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1500\run5,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1500,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,90691.299242,1335.084773,1335.086573,2.8,6.929166666666667
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1500\run6,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1500,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,55822.30493,1333.60587,1333.60781,2.8733333333333335,6.785714285714286
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1600\run1,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1600,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,52588.484376,1251.480225,1251.481955,3.1533333333333338,6.9
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1600\run2,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1600,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,56245.381374,1251.518681,1251.520681,3.2066666666666666,6.971428571428571
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1600\run3,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1600,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,56202.201893,1250.752066,1250.753544,3.193333333333334,7.0
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1600\run4,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1600,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,55023.924653,1253.180003,1253.182188,3.1733333333333333,6.9142857142857155
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1600\run5,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1600,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,56197.639985,1251.617322,1251.619362,3.2,7.0
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1600\run6,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1600,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,57434.626206,1251.517773,1251.519884,3.2866666666666666,6.9142857142857155
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1700\run1,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1700,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,63764.998444,1179.416755,1179.418633,3.18,7.228571428571429
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1700\run2,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1700,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,57707.334391,1180.267821,1180.269607,3.2266666666666666,7.4
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1700\run3,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1700,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,65940.832201,1180.298644,1180.300251,3.2266666666666666,7.242857142857143
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1700\run4,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1700,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,56485.782152,1179.089932,1179.091407,3.18,7.2
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1700\run5,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1700,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,57743.209003,1180.113485,1180.114792,3.2,7.185714285714285
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1700\run6,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1700,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,51876.488617,1179.071251,1179.072825,3.28,7.2
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1800\run1,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1800,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,60164.108686,1115.687573,1115.68954,3.2133333333333334,7.7
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1800\run2,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1800,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,61242.944037,1115.209688,1115.211244,3.146666666666667,7.5857142857142845
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1800\run3,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1800,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,59040.656705,1115.675858,1115.677536,3.24,7.6
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1800\run4,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1800,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,54542.447745,1115.199136,1115.201114,3.253333333333333,7.6571428571428575
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1800\run5,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1800,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,72422.201105,1115.580166,1115.582003,3.2266666666666666,7.642857142857143
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1800\run6,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1800,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,57922.888836,1115.091621,1115.093695,3.22,7.7
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1900\run1,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1900,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,71081.556068,1060.015021,1060.016825,3.18,7.9437500000000005
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1900\run2,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1900,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,59103.300669,1057.462333,1057.464425,3.2,7.9
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1900\run3,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1900,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,57028.03928,1058.228059,1058.229948,3.2,7.8428571428571425
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1900\run4,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1900,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,61268.196056,1056.804488,1056.806577,3.24,7.9
bench_logs\2026-06-02\KMeans-OpenMP-PI-t4\arm_freq1900\run5,OpenMP,RaspberryPiComputeModule5,KMeans,4,0,KMeans-OpenMP-PI-t4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1900,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,59135.737817,1058.439044,1058.440351,3.24,7.928571428571429
