run_dir,Platform,Device,Algorithm,Threads,Signal_Length,Filter_Length,Backend,N_FFT,Banks,Channels,over_voltage,cpu_freq_min,gpu_freq_min,arm_freq,dmc_freq_max,gpu_governor,TestName,emc_max_freq,gpu_freq_max,policy6_freq_min,policy6_freq_max,policy0_freq_max,Device,policy4_freq_min,v3d_freq,Config_ID,dmc_freq_min,Governor,cpu_governor,governor,over_voltage_min,cores_online,cpu_freq_max,core_freq_min,core_freq,v3d_freq_min,policy6_freq,gpu_freq,cpu_freq,arm_freq_min,policy0_freq,Config_Name,dmc_governor,policy4_freq_max,policy4_freq,dmc_freq,policy0_freq_min,conv_avg_ms,total_exec_ms,Kernel Runtime,Region of Interest,idle_power_w,run_power_w
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq850\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,850,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,68.523176,13362.214853,,,3.186666666666667,3.856
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq850\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,850,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,68.639899,13384.960408,,,3.2133333333333334,3.9560000000000004
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq850\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,850,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,68.706515,13397.943242,,,3.3,3.94
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq850\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,850,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,68.269001,13312.638326,,,3.1533333333333338,3.954166666666667
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq850\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,850,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,68.697122,13396.128751,,,3.3,3.9760000000000004
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq900\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,900,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,66.081267,12886.02427,,,3.2800000000000002,3.884
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq900\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,900,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,66.119412,12893.456585,,,3.1,3.852
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq900\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,900,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,66.306602,12929.960084,,,3.2133333333333334,3.9159999999999995
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq900\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,900,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,66.039679,12877.91715,,,3.1600000000000006,3.9159999999999995
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq900\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,900,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,66.225526,12914.159261,,,3.1333333333333333,3.904
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq900\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,900,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,66.083058,12886.378094,,,3.1533333333333338,3.9759999999999995
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq960\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,960,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,63.593415,12400.891427,,,3.2133333333333334,4.020833333333333
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq960\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,960,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,63.629735,12407.986177,,,3.193333333333334,4.008
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq960\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,960,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,63.571789,12396.687853,,,3.1533333333333338,4.024
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq960\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,960,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,63.55115,12392.660262,,,3.253333333333333,4.032
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq960\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,960,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,63.463782,12375.620197,,,3.193333333333334,4.116666666666666
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq960\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,960,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,63.788588,12438.960585,,,3.1,3.928
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq500\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,500,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,8.316929,32496.230481,,,3.26,3.80655737704918
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq500\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,500,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,8.328486,32541.346953,,,3.2666666666666666,3.8098360655737706
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq500\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,500,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,8.319917,32507.600721,,,3.2,3.796969696969697
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq500\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,500,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,8.312754,32479.728119,,,3.1533333333333338,3.762295081967213
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq500\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,500,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,8.323063,32520.166221,,,3.193333333333334,3.8262295081967213
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq500\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,500,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,8.328966,32542.883749,,,3.2933333333333334,3.7049180327868854
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq550\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,550,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,7.744395,30258.848612,,,3.24,3.8147540983606554
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq550\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,550,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,7.731555,30208.560001,,,3.1866666666666665,3.765573770491803
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq550\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,550,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,7.72932,30199.878815,,,3.22,3.763934426229508
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq550\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,550,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,7.725662,30185.62251,,,3.1,3.7590163934426233
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq550\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,550,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,7.742311,30250.794583,,,3.1333333333333333,3.78955223880597
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq550\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,550,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,7.73831,30235.119621,,,3.1333333333333333,3.7868852459016393
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq600\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,600,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,7.187417,28082.797196,,,3.2,3.821818181818182
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq600\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,600,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,7.167688,28005.764122,,,3.12,3.8
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq600\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,600,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,7.179174,28050.241271,,,3.1266666666666665,3.814545454545454
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq600\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,600,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,7.189333,28090.233511,,,3.0933333333333333,3.8181818181818183
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq600\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,600,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,7.184404,28071.257353,,,3.2133333333333334,3.9454545454545453
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq600\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,600,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,7.175396,28035.882104,,,3.1666666666666665,3.847272727272727
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq650\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,650,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,6.850061,26764.912243,,,3.2266666666666666,4.0081632653061225
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq650\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,650,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,6.83842,26719.393094,,,3.1,3.951020408163265
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq650\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,650,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,6.836055,26709.761965,,,3.2,3.9040816326530607
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq650\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,650,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,6.843996,26741.188752,,,3.1133333333333337,3.906122448979592
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq650\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,650,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,6.838947,26721.156345,,,3.3666666666666667,3.7898734177215188
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq650\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,650,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,6.843015,26737.077178,,,3.2066666666666666,3.9456140350877194
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq700\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,700,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,6.475478,25301.173531,,,3.2733333333333334,4.073469387755102
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq700\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,700,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,6.460191,25241.529216,,,3.1133333333333337,4.063265306122449
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq700\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,700,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,6.465984,25264.367383,,,3.32,4.042857142857143
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq700\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,700,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,6.456019,25225.108031,,,3.22,3.9816326530612245
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq700\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,700,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,6.458485,25235.090217,,,3.1533333333333338,3.936734693877551
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq700\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,700,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,6.471167,25284.59618,,,3.106666666666667,4.006122448979592
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq750\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,750,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,6.120482,23914.317106,,,3.32,4.148837209302326
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq750\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,750,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,6.117199,23901.585134,,,3.2266666666666666,4.088372093023255
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq750\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,750,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,6.128809,23946.564301,,,3.28,4.134883720930232
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq750\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,750,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,6.118298,23905.885903,,,3.24,4.109302325581395
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq750\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,750,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,6.122844,23923.653847,,,3.2666666666666666,4.141860465116279
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq750\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,750,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,6.099605,23832.430208,,,3.28,4.034883720930233
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq800\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,800,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,5.826209,22764.235978,,,3.26,4.065116279069767
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq800\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,800,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,5.849541,22855.719172,,,3.1933333333333334,3.9837209302325585
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq800\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,800,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,5.843644,22832.54806,,,3.2333333333333334,4.061904761904762
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq800\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,800,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,5.855497,22879.019199,,,3.253333333333333,3.941860465116279
bench_logs\upols_stream_tests\2026-06-15\clfft_upols_vs_v3d_freq_performance_16_banks\v3d_freq800\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,16,16,0,0,0,2400,0,0,clfft_upols_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,800,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,5.850067,22858.112487,,,3.966666666666667,3.86551724137931
