run_dir,Platform,Device,Algorithm,Threads,Signal_Length,Filter_Length,Backend,N_FFT,Banks,Channels,over_voltage,cpu_freq_min,gpu_freq_min,arm_freq,dmc_freq_max,gpu_governor,TestName,emc_max_freq,gpu_freq_max,policy6_freq_min,policy6_freq_max,policy0_freq_max,Device,policy4_freq_min,v3d_freq,Config_ID,dmc_freq_min,Governor,cpu_governor,governor,over_voltage_min,cores_online,cpu_freq_max,core_freq_min,core_freq,v3d_freq_min,policy6_freq,gpu_freq,cpu_freq,arm_freq_min,policy0_freq,Config_Name,dmc_governor,policy4_freq_max,policy4_freq,dmc_freq,policy0_freq_min,conv_avg_ms,total_exec_ms,Kernel Runtime,Region of Interest,idle_power_w,run_power_w
bench_logs\upols_stream_tests\2026-05-15\ffrw_upols_vs_arm_freq_performance_16_banks\arm_freq2300\run3,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,2300,0,0,ffrw_upols_vs_arm_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.342349,32598.690184,,,4.108333333333333,5.541935483870967
bench_logs\upols_stream_tests\2026-05-15\ffrw_upols_vs_arm_freq_performance_16_banks\arm_freq2300\run4,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,2300,0,0,ffrw_upols_vs_arm_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.958296,35007.537868,,,4.086666666666667,5.570967741935483
bench_logs\upols_stream_tests\2026-05-15\ffrw_upols_vs_arm_freq_performance_16_banks\arm_freq2300\run5,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,2300,0,0,ffrw_upols_vs_arm_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45868,33053.497536,,,4.111666666666666,5.535483870967742
bench_logs\upols_stream_tests\2026-05-15\ffrw_upols_vs_arm_freq_performance_16_banks\arm_freq2300\run6,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,2300,0,0,ffrw_upols_vs_arm_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.449212,33016.966814,,,4.114999999999999,5.541935483870967
bench_logs\upols_stream_tests\2026-05-15\ffrw_upols_vs_arm_freq_performance_16_banks\arm_freq2300\run7,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,2300,0,0,ffrw_upols_vs_arm_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47737,33127.485147,,,4.1,5.5
bench_logs\upols_stream_tests\2026-05-15\ffrw_upols_vs_arm_freq_performance_16_banks\arm_freq2300\run8,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,2300,0,0,ffrw_upols_vs_arm_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.331435,32557.33787,,,4.126666666666667,5.535483870967742
bench_logs\upols_stream_tests\2026-05-15\ffrw_upols_vs_arm_freq_performance_16_banks\arm_freq2300\run9,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,2300,0,0,ffrw_upols_vs_arm_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.565053,33468.852405,,,4.128333333333333,5.506451612903225
bench_logs\upols_stream_tests\2026-05-15\ffrw_upols_vs_arm_freq_performance_16_banks\arm_freq2400\run1,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,2400,0,0,ffrw_upols_vs_arm_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.123873,31746.153481,,,4.0649999999999995,5.609677419354839
bench_logs\upols_stream_tests\2026-05-15\ffrw_upols_vs_arm_freq_performance_16_banks\arm_freq2400\run2,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,2400,0,0,ffrw_upols_vs_arm_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.209906,32082.555573,,,4.085,5.580645161290323
bench_logs\upols_stream_tests\2026-05-15\ffrw_upols_vs_arm_freq_performance_16_banks\arm_freq2400\run3,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,2400,0,0,ffrw_upols_vs_arm_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.285273,32376.521666,,,4.114999999999999,5.567741935483871
bench_logs\upols_stream_tests\2026-05-15\ffrw_upols_vs_arm_freq_performance_16_banks\arm_freq2400\run4,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,2400,0,0,ffrw_upols_vs_arm_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.224646,32141.647092,,,4.086666666666667,5.587096774193548
bench_logs\upols_stream_tests\2026-05-15\ffrw_upols_vs_arm_freq_performance_16_banks\arm_freq2400\run5,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,2400,0,0,ffrw_upols_vs_arm_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.166046,31911.1505,,,4.125,5.6
bench_logs\upols_stream_tests\2026-05-15\ffrw_upols_vs_arm_freq_performance_16_banks\arm_freq2400\run6,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,2400,0,0,ffrw_upols_vs_arm_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.607394,33634.408647,,,4.116666666666666,5.538709677419354
bench_logs\upols_stream_tests\2026-05-15\ffrw_upols_vs_arm_freq_performance_16_banks\arm_freq2400\run7,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,2400,0,0,ffrw_upols_vs_arm_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.324592,32530.43624,,,4.1,5.570967741935483
bench_logs\upols_stream_tests\2026-05-15\ffrw_upols_vs_arm_freq_performance_16_banks\arm_freq2400\run8,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,2400,0,0,ffrw_upols_vs_arm_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.338221,32583.013925,,,4.148333333333333,5.574193548387096
bench_logs\upols_stream_tests\2026-05-15\ffrw_upols_vs_arm_freq_performance_16_banks\arm_freq2400\run9,,RaspberryPiComputeModule5,,,,,fftw-upols,,16,16,0,0,0,2400,0,0,ffrw_upols_vs_arm_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.469545,33097.872906,,,4.156666666666667,5.561290322580645
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq500\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,500,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,100.092032,19518.133267,,,3.2933333333333334,3.77027027027027
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq500\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,500,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,100.188105,19536.854655,,,3.2733333333333334,3.653488372093023
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq500\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,500,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,100.03563,19507.112673,,,3.1133333333333337,3.7405405405405405
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq500\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,500,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,100.129246,19525.405609,,,3.1733333333333333,3.7162162162162162
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq500\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,500,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,99.965777,19493.511099,,,3.2066666666666666,3.7513513513513517
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq500\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,500,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,100.174381,19534.184405,,,3.2,3.7486486486486483
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq550\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,550,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,92.586822,18054.606433,,,3.246666666666667,3.794594594594595
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq550\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,550,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,92.5447,18046.375378,,,3.1600000000000006,3.672972972972973
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq550\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,550,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,92.792629,18094.737646,,,3.1666666666666665,3.6432432432432433
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq550\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,550,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,92.621325,18061.345414,,,3.2066666666666666,3.6694444444444443
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq550\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,550,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,92.603566,18057.893897,,,3.12,3.6702702702702705
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq550\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,550,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,92.624843,18062.016841,,,3.14,3.7720930232558136
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq600\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,600,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,86.722359,16911.041332,,,3.2133333333333334,3.6903225806451614
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq600\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,600,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,86.74202,16914.871361,,,3.28,3.7483870967741937
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq600\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,600,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,86.764699,16919.303777,,,3.193333333333334,3.712903225806452
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq600\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,600,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,86.797658,16925.717101,,,3.18,3.79
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq600\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,600,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,86.717117,16910.031471,,,3.14,3.712903225806452
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq600\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,600,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,86.761271,16918.635054,,,3.186666666666667,3.732258064516129
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq650\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,650,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,81.936911,15977.882556,,,3.2199999999999998,3.7290322580645165
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq650\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,650,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,81.896849,15970.052518,,,3.2266666666666666,3.706451612903226
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq650\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,650,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,81.860127,15962.905083,,,3.1666666666666665,3.767741935483871
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq650\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,650,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,81.783257,15947.897647,,,3.12,3.7733333333333334
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq650\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,650,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,81.870168,15964.852759,,,3.1,3.793548387096774
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq650\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,650,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,81.976418,15985.575759,,,3.1266666666666665,3.7
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq700\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,700,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,77.7253,15156.618964,,,3.24,3.8096774193548386
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq700\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,700,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,77.857783,15182.4265,,,3.14,3.82
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq700\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,700,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,78.004525,15211.066592,,,3.1733333333333333,3.838709677419355
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq700\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,700,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,78.063916,15222.648982,,,3.14,3.7870967741935484
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq700\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,700,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,78.059238,15221.739871,,,3.2266666666666666,3.8866666666666663
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq700\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,700,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,78.119636,15233.509278,,,3.2733333333333334,3.954838709677419
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq750\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,750,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,74.310017,14490.623065,,,3.2666666666666666,3.892
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq750\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,750,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,74.20797,14470.730167,,,3.2,3.913333333333333
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq750\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,750,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,74.223354,14473.741723,,,3.2066666666666666,3.816
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq750\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,750,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,74.465113,14520.886825,,,3.24,3.888
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq750\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,750,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,74.098842,14449.444149,,,3.1600000000000006,3.94
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq750\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,750,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,74.267993,14482.43626,,,3.2133333333333334,3.725
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq800\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,800,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,71.240931,13892.165779,,,3.2733333333333334,3.932
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq800\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,800,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,71.213978,13886.896807,,,3.32,3.852
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq800\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,800,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,71.213492,13886.80714,,,3.18,3.904
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq800\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,800,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,71.307047,13905.053705,,,3.2666666666666666,4.032
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq800\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,800,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,71.295775,13902.856677,,,3.2,4.076
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq800\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,800,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,71.218377,13887.74526,,,3.2,3.952
bench_logs\upols_stream_tests\2026-06-15\clfft_ola_vs_v3d_freq_performance_16_banks\v3d_freq850\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-ola,,16,16,0,0,0,2400,0,0,clfft_ola_vs_v3d_freq_performance_16_banks,0,0,0,0,0,RaspberryPiComputeModule5,0,850,0,0,performance,0,0,0,0,0,910,910,0,0,0,0,2400,0,0,0,0,0,0,0,68.616853,13380.468575,,,3.3399999999999994,3.968
