run_dir,Platform,Device,Algorithm,Threads,Signal_Length,Filter_Length,Backend,N_FFT,Banks,Channels,TestName,Governor,arm_freq,arm_freq_min,core_freq,core_freq_min,v3d_freq,v3d_freq_min,gpu_freq,gpu_freq_min,over_voltage,over_voltage_min,Config_Name,Config_ID,cores_online,cpu_freq_max,cpu_freq_min,gpu_freq_max,emc_max_freq,cpu_governor,cpu_freq,governor,policy0_freq,policy0_freq_min,policy0_freq_max,policy4_freq,policy4_freq_min,policy4_freq_max,policy6_freq,policy6_freq_min,policy6_freq_max,gpu_governor,dmc_governor,dmc_freq,dmc_freq_min,dmc_freq_max,total_exec_ms,conv_avg_ms,invocations,deadlines_missed,missed_periods,average_execution_ms,maximum_execution_ms,maximum_start_lateness_ms,idle_power_w,run_power_w
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq1500/run1,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,1500,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1498,1498,1498,18.0183,27.9941,0.022221,2.7333333333333334,3.3181818181818183
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq1500/run2,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,1500,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1507,1507,1507,17.9936,18.8556,0.019589,2.72,3.2590909090909093
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq1500/run3,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,1500,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1584,1584,1584,18.0151,18.6705,0.019122,2.7,3.3285714285714283
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq1600/run1,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,1600,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1600,1600,1600,16.8958,26.0459,0.023578,3.193333333333334,3.7045454545454546
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq1600/run2,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,1600,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1529,1529,1529,16.9233,17.6951,0.028589,3.146666666666667,3.663636363636364
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq1600/run3,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,1600,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1560,1560,1560,16.881,17.5043,0.018411,3.1,3.663636363636364
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq1700/run1,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,1700,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3537,1,1,15.8704,25.6829,0.02415,3.1666666666666665,4.304545454545455
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq1700/run2,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,1700,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3430,0,0,15.8904,16.5409,0.036266,3.12,4.290909090909091
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq1700/run3,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,1700,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3639,0,0,15.8792,16.4702,0.021668,3.2,4.336363636363637
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq1800/run1,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,1800,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3379,1,1,15.0403,24.1908,0.020122,3.1133333333333337,4.282608695652174
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq1800/run2,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,1800,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3484,0,0,15.0507,15.8449,0.033639,3.1,4.2681818181818185
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq1800/run3,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,1800,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3614,0,0,15.0465,16.1364,0.029532,3.14,4.2749999999999995
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq1900/run1,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,1900,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3558,1,1,14.2296,23.2319,0.019046,3.106666666666667,4.2727272727272725
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq1900/run2,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,1900,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3368,0,0,14.2342,14.95,0.021664,3.146666666666667,4.25
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq1900/run3,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,1900,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3635,0,0,14.18,14.7949,0.027026,3.1133333333333337,4.280952380952381
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq2000/run1,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,2000,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3609,1,1,13.5611,22.5938,0.026209,3.1600000000000006,4.318181818181818
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq2000/run2,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,2000,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3613,0,0,13.5481,14.2322,0.030377,3.106666666666667,4.3
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq2000/run3,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,2000,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3370,0,0,13.5461,14.235,0.019988,3.14,4.242857142857143
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq2100/run1,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,2100,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3365,1,1,13.2688,22.1435,0.039832,3.1333333333333333,4.29090909090909
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq2100/run2,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,2100,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3583,0,0,12.8749,13.433,0.020681,3.1533333333333338,4.286363636363636
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq2100/run3,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,2100,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3416,0,0,12.8778,13.6522,0.021319,3.14,4.28695652173913
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq2200/run1,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,2200,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3421,1,1,12.3032,21.3786,0.021054,3.14,4.263636363636364
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq2200/run2,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,2200,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3655,0,0,12.3209,13.0354,0.023085,3.146666666666667,4.276190476190476
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq2200/run3,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,2200,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3487,0,0,12.6538,13.3768,0.02308,3.1533333333333338,4.2875
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq2300/run1,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,2300,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3534,1,1,11.7988,20.7012,0.018936,3.2133333333333334,4.333333333333333
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq2300/run2,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,2300,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3427,0,0,11.7993,12.4692,0.025936,3.2,4.322727272727272
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq2300/run3,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,2300,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3594,0,0,11.8079,12.5166,0.016889,3.2,4.3374999999999995
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq2400/run1,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,2400,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3596,1,1,11.2773,20.0416,0.027004,3.1533333333333338,4.3136363636363635
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq2400/run2,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,2400,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3584,0,0,11.3291,11.9923,0.016822,3.1133333333333337,4.333333333333333
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU/arm_freq2400/run3,,Raspberry Pi Compute Module 5,ESPRIT 1,1,,,,,,,0,performance,2400,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3565,0,0,11.3196,12.12,0.203645,3.2,4.345454545454545
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq1500/run1,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,1500,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4039,106,106,15.2881,27.3433,2.69992,2.7866666666666666,5.722727272727273
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq1500/run2,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,1500,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3616,99,99,14.7613,20.7455,1.93319,2.686666666666667,5.6761904761904765
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq1500/run3,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,1500,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4093,106,106,14.7892,21.9514,1.69281,2.74,5.690909090909091
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq1600/run1,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,1600,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4047,86,86,13.8864,27.3672,2.30029,3.186666666666667,5.868181818181818
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq1600/run2,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,1600,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4003,80,80,13.86,21.0442,1.55591,3.186666666666667,5.831818181818182
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq1600/run3,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,1600,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4118,84,84,13.8482,21.7622,2.13032,3.106666666666667,5.909090909090909
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq1700/run1,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,1700,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4207,44,44,13.0558,22.8238,1.15758,3.18,6.057142857142857
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq1700/run2,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,1700,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4306,63,63,13.5104,21.0973,1.95463,3.1600000000000006,6.076190476190476
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq1700/run3,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,1700,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3868,29,29,13.0522,20.3571,1.18024,3.2,6.027272727272727
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq1800/run1,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,1800,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3962,3,3,12.3365,21.9438,1.77988,3.1133333333333337,6.222727272727273
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq1800/run2,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,1800,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4645,4,4,12.3136,18.7974,1.3588,3.2266666666666666,6.21304347826087
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq1800/run3,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,1800,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4007,3,3,12.3451,18.9878,1.74117,3.193333333333334,6.176190476190476
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq1900/run1,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,1900,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3909,2,2,11.7125,21.3797,2.06553,3.1333333333333333,6.3136363636363635
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq1900/run2,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,1900,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3900,2,2,11.7218,17.7509,1.7785,3.1533333333333338,6.304545454545454
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq1900/run3,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,1900,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4309,0,0,12.0957,16.1646,1.90114,3.1933333333333334,6.371428571428572
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq2000/run1,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,2000,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3898,1,1,11.3007,21.151,1.95937,3.2266666666666666,6.459090909090909
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq2000/run2,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,2000,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4077,1,1,11.2483,17.0912,1.27785,3.2,6.431818181818182
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq2000/run3,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,2000,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4120,4,4,11.6197,17.5221,1.64769,3.2,6.423809523809524
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq2100/run1,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,2100,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4080,1,1,10.712,20.5804,1.52568,3.2266666666666666,6.55
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq2100/run2,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,2100,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3945,0,0,10.7366,16.2868,1.36576,3.2,6.561904761904761
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq2100/run3,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,2100,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3905,1,1,10.6925,16.6681,1.42892,3.2066666666666666,6.545454545454546
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq2200/run1,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,2200,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4063,1,1,10.1855,22.4595,1.82089,3.18,6.6
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq2200/run2,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,2200,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3974,0,0,10.2305,14.2051,2.03507,3.1733333333333333,6.609090909090909
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq2200/run3,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,2200,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4138,0,0,10.1813,16.4226,2.5297,3.1733333333333333,6.645454545454545
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq2300/run1,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,2300,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4058,1,1,9.75315,19.2883,2.67843,3.1933333333333334,6.85
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq2300/run2,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,2300,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3952,0,0,9.79714,13.7522,2.0189,3.2266666666666666,6.880952380952381
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq2300/run3,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,2300,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1446,0,0,9.90495,13.522,1.1235,3.2733333333333334,6.230769230769231
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq2400/run1,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,2400,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4155,1,1,9.3519,19.0116,1.26391,3.1600000000000006,6.813043478260869
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq2400/run2,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,2400,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4006,0,0,9.40771,13.0213,2.51962,3.18,6.871428571428572
bench_logs/2026-07-23/ESPRIT1_60fps_RP5_CPU_t4/arm_freq2400/run3,,Raspberry Pi Compute Module 5,ESPRIT 1,4,,,,,,,0,performance,2400,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3882,0,0,9.39954,15.1776,1.33333,3.2,6.852380952380953
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq1500/run1,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,1500,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3359,1,1,13.9741,24.4945,0.034841,2.7333333333333334,3.5608695652173914
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq1500/run2,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,1500,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3309,0,0,13.98,14.712,0.028569,2.7,3.527272727272727
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq1500/run3,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,1500,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3228,0,0,13.9858,14.6192,0.031469,2.7133333333333334,3.542857142857143
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq1600/run1,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,1600,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3109,1,1,13.1017,23.9095,0.031046,3.106666666666667,3.880952380952381
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq1600/run2,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,1600,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3607,0,0,13.0988,13.823,0.017659,3.0733333333333333,3.8545454545454545
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq1600/run3,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,1600,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3174,0,0,13.1021,13.8025,0.034344,3.106666666666667,3.8666666666666667
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq1700/run1,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,1700,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3485,1,1,12.3637,22.6675,0.024552,3.1733333333333333,3.9227272727272724
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq1700/run2,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,1700,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3363,0,0,12.3331,13.0402,0.02093,3.14,3.9272727272727277
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq1700/run3,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,1700,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3179,0,0,12.3263,13.0289,0.018129,3.146666666666667,3.8954545454545455
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq1800/run1,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,1800,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3110,1,1,11.6786,22.1491,0.022646,3.1533333333333338,3.880952380952381
