run_dir,Platform,Device,Algorithm,Threads,Signal_Length,Filter_Length,Backend,N_FFT,Banks,Channels,policy6_freq,core_freq_min,Config_ID,Config_Name,policy0_freq_max,Governor,gpu_freq,v3d_freq_min,policy6_freq_min,policy0_freq_min,over_voltage,cpu_freq_max,cpu_freq,Device,over_voltage_min,dmc_freq_min,policy4_freq_min,policy0_freq,dmc_freq,gpu_governor,TestName,dmc_freq_max,gpu_freq_max,policy4_freq_max,cpu_governor,arm_freq_min,policy4_freq,policy6_freq_max,cores_online,v3d_freq,governor,arm_freq,emc_max_freq,dmc_governor,gpu_freq_min,cpu_freq_min,core_freq,conv_avg_ms,total_exec_ms,Kernel Runtime,Region of Interest,idle_power_w,run_power_w
bench_logs/edge-suite/Orange_Pi_5/2026-06-27/SPMV-OpenCL-OPI/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq1000000000/run4,OpenCL,OrangePi5Ultra,SPMV,,,,,,,,2256000,0,0,0,0,performance,1000000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,SPMV-OpenCL-OPI,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,71212.035159,93.903854,113.602055,1.76,5.314285714285714
bench_logs/edge-suite/Orange_Pi_5/2026-06-27/SPMV-OpenCL-OPI/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq1000000000/run2,OpenCL,OrangePi5Ultra,SPMV,,,,,,,,2256000,0,0,0,0,performance,1000000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,SPMV-OpenCL-OPI,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,70754.981242,92.620045,112.553459,1.7466666666666666,5.319047619047619
bench_logs/edge-suite/Orange_Pi_5/2026-06-27/SPMV-OpenCL-OPI/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq1000000000/run1,OpenCL,OrangePi5Ultra,SPMV,,,,,,,,2256000,0,0,0,0,performance,1000000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,SPMV-OpenCL-OPI,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,72630.231952,94.952842,114.463551,1.7533333333333334,5.314285714285714
bench_logs/edge-suite/Orange_Pi_5/2026-06-27/SPMV-OpenCL-OPI/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq1000000000/run3,OpenCL,OrangePi5Ultra,SPMV,,,,,,,,2256000,0,0,0,0,performance,1000000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,SPMV-OpenCL-OPI,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,70283.046492,91.558919,111.436942,1.7466666666666666,5.3238095238095235
bench_logs/edge-suite/Orange_Pi_5/2026-06-27/SPMV-OpenCL-OPI/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq700000000/run4,OpenCL,OrangePi5Ultra,SPMV,,,,,,,,2256000,0,0,0,0,performance,700000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,SPMV-OpenCL-OPI,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,71443.80691,104.042191,123.703892,1.7533333333333334,4.8047619047619055
bench_logs/edge-suite/Orange_Pi_5/2026-06-27/SPMV-OpenCL-OPI/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq700000000/run2,OpenCL,OrangePi5Ultra,SPMV,,,,,,,,2256000,0,0,0,0,performance,700000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,SPMV-OpenCL-OPI,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,71142.765201,103.136294,122.903103,1.7466666666666666,4.814285714285714
bench_logs/edge-suite/Orange_Pi_5/2026-06-27/SPMV-OpenCL-OPI/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq700000000/run1,OpenCL,OrangePi5Ultra,SPMV,,,,,,,,2256000,0,0,0,0,performance,700000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,SPMV-OpenCL-OPI,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,70687.04945,101.820291,121.536581,1.7466666666666666,4.804761904761905
bench_logs/edge-suite/Orange_Pi_5/2026-06-27/SPMV-OpenCL-OPI/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq700000000/run3,OpenCL,OrangePi5Ultra,SPMV,,,,,,,,2256000,0,0,0,0,performance,700000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,SPMV-OpenCL-OPI,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,71212.774534,103.185785,122.857967,1.7466666666666666,4.8047619047619055
bench_logs/edge-suite/Orange_Pi_5/2026-06-27/SPMV-OpenCL-OPI/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq400000000/run4,OpenCL,OrangePi5Ultra,SPMV,,,,,,,,2256000,0,0,0,0,performance,400000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,SPMV-OpenCL-OPI,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,76892.425203,119.20354,139.23878,1.7533333333333334,4.557575757575758
bench_logs/edge-suite/Orange_Pi_5/2026-06-27/SPMV-OpenCL-OPI/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq400000000/run2,OpenCL,OrangePi5Ultra,SPMV,,,,,,,,2256000,0,0,0,0,performance,400000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,SPMV-OpenCL-OPI,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,76613.223495,118.414109,138.311255,1.74,4.546875
bench_logs/edge-suite/Orange_Pi_5/2026-06-27/SPMV-OpenCL-OPI/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq400000000/run1,OpenCL,OrangePi5Ultra,SPMV,,,,,,,,2256000,0,0,0,0,performance,400000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,SPMV-OpenCL-OPI,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,77176.157662,119.328585,139.189661,1.7333333333333334,4.545454545454546
bench_logs/edge-suite/Orange_Pi_5/2026-06-27/SPMV-OpenCL-OPI/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq400000000/run3,OpenCL,OrangePi5Ultra,SPMV,,,,,,,,2256000,0,0,0,0,performance,400000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,SPMV-OpenCL-OPI,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,76873.073995,118.790494,138.824351,1.7466666666666666,4.557575757575758
bench_logs/edge-suite/Orange_Pi_5/2026-06-27/SPMV-OpenCL-OPI/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq500000000/run4,OpenCL,OrangePi5Ultra,SPMV,,,,,,,,2256000,0,0,0,0,performance,500000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,SPMV-OpenCL-OPI,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,70099.2262,112.968745,132.677959,1.7466666666666666,4.648148148148148
bench_logs/edge-suite/Orange_Pi_5/2026-06-27/SPMV-OpenCL-OPI/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq500000000/run2,OpenCL,OrangePi5Ultra,SPMV,,,,,,,,2256000,0,0,0,0,performance,500000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,SPMV-OpenCL-OPI,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,69978.0877,111.38384,131.081499,1.7666666666666666,4.640740740740741
bench_logs/edge-suite/Orange_Pi_5/2026-06-27/SPMV-OpenCL-OPI/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq500000000/run1,OpenCL,OrangePi5Ultra,SPMV,,,,,,,,2256000,0,0,0,0,performance,500000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,SPMV-OpenCL-OPI,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,70635.995242,113.003182,132.676217,1.7466666666666666,4.640740740740741
bench_logs/edge-suite/Orange_Pi_5/2026-06-27/SPMV-OpenCL-OPI/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq500000000/run3,OpenCL,OrangePi5Ultra,SPMV,,,,,,,,2256000,0,0,0,0,performance,500000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,SPMV-OpenCL-OPI,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,69877.643242,112.057406,131.876034,1.7466666666666666,4.640740740740741
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq800000000/run4,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,800000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,68716.389908,0.073381,0.369355,1.76,4.22
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq800000000/run2,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,800000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,70408.3322,0.07324,0.359995,1.7533333333333334,4.1850000000000005
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq800000000/run1,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,800000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,70264.807117,0.072439,0.53047,1.76,4.18
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq800000000/run3,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,800000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,69605.352867,0.072728,0.364768,1.7666666666666666,4.205
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq300000000/run4,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,300000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,73519.217077,0.184596,0.642412,1.7533333333333334,3.2625
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq300000000/run2,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,300000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,73486.454451,0.186441,0.639808,1.76,3.26875
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq300000000/run1,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,300000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,73760.448452,0.185042,0.636611,1.78,3.271875
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq300000000/run3,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,300000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,73083.683202,0.185023,0.637394,1.7466666666666666,3.2774193548387096
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq900000000/run4,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,900000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,68953.927033,0.063972,0.345422,1.76,4.525
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq900000000/run2,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,900000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,70244.652659,0.06414,0.45117,1.74,4.505
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq900000000/run1,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,900000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,71217.272618,0.063913,0.33977,1.7466666666666666,4.455
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq900000000/run3,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,900000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,69270.46645,0.0641,0.337096,1.7533333333333334,4.475
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq600000000/run4,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,600000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,70265.645076,0.097803,0.437213,1.7533333333333334,3.8076923076923075
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq600000000/run2,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,600000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,68568.442575,0.096328,0.432112,1.7466666666666666,3.804
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq600000000/run1,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,600000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,67734.326949,0.096229,0.417295,1.7466666666666666,3.819230769230769
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq600000000/run3,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,600000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,69714.342283,0.096554,0.418071,1.74,3.7961538461538464
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq1000000000/run4,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,1000000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,88700.998792,0.057697,0.338565,1.7533333333333334,4.720000000000001
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq1000000000/run2,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,1000000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,70126.912659,0.057988,0.332317,1.7466666666666666,4.71
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq1000000000/run1,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,1000000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,72191.677868,0.057906,0.329208,1.7533333333333334,4.725
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq1000000000/run3,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,1000000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,69413.237575,0.05803,0.353784,1.76,4.695
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq700000000/run4,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,700000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,69930.527366,0.083799,0.396939,1.7533333333333334,3.965384615384615
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq700000000/run2,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,700000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,69951.537575,0.083685,0.382926,1.7466666666666666,3.9846153846153842
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq700000000/run1,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,700000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,71000.010117,0.083944,0.389827,1.7533333333333334,3.9423076923076925
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq700000000/run3,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,700000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,69782.680367,0.08407,0.38696,1.7533333333333334,3.9769230769230766
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq400000000/run4,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,400000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,72791.581659,0.145704,0.545539,1.7533333333333334,3.473076923076923
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq400000000/run2,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,400000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,72837.911743,0.145192,0.542182,1.7466666666666666,3.4615384615384617
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq400000000/run1,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,400000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,71969.164493,0.144993,0.539366,1.7466666666666666,3.4538461538461536
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq400000000/run3,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,400000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,72402.482577,0.144977,0.546225,1.7466666666666666,3.4538461538461536
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq500000000/run4,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,500000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,70314.82795,0.114522,0.473287,1.7466666666666666,3.6719999999999997
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq500000000/run2,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,500000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,70025.889241,0.114634,0.462617,1.7466666666666666,3.673076923076923
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq500000000/run1,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,500000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,71589.112617,0.114533,0.468786,1.76,3.646153846153846
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/FFT-OpenCL-OPI-32k/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq500000000/run3,OpenCL,OrangePi5Ultra,FFT,,,,,,,,2256000,0,0,0,0,performance,500000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,FFT-OpenCL-OPI-32k,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,71410.763117,0.114878,0.466216,1.7466666666666666,3.661538461538462
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/SRAD-clvk-OPI-small/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq800000000/run4,OpenCL,OrangePi5Ultra,SRAD,,,,,,,,2256000,0,0,0,0,performance,800000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,SRAD-clvk-OPI-small,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,72356.716576,20.586776,30.703747,1.76,4.855
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/SRAD-clvk-OPI-small/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq800000000/run2,OpenCL,OrangePi5Ultra,SRAD,,,,,,,,2256000,0,0,0,0,performance,800000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,SRAD-clvk-OPI-small,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,72728.532076,20.469615,30.176387,1.7666666666666666,4.863157894736842
bench_logs/edge-suite/Orange_Pi_5/2026-06-25/SRAD-clvk-OPI-small/policy0_freq1800000_policy4_freq2256000_policy6_freq2256000_gpu_freq800000000/run1,OpenCL,OrangePi5Ultra,SRAD,,,,,,,,2256000,0,0,0,0,performance,800000000,0,0,0,0,0,0,OrangePi5Ultra,0,0,0,1800000,0,performance,SRAD-clvk-OPI-small,0,0,0,performance,0,2256000,0,0,0,0,0,0,dmc_ondemand,0,0,0,,72453.532701,20.594756,30.390486,1.76,4.855
