run_dir,Platform,Device,Algorithm,Threads,Signal_Length,Filter_Length,Backend,N_FFT,Banks,Channels,governor,dmc_governor,arm_freq,core_freq_min,gpu_governor,Device,policy0_freq,policy4_freq_max,over_voltage_min,over_voltage,gpu_freq_max,cpu_freq_min,cpu_freq,policy6_freq_min,dmc_freq_min,dmc_freq,policy4_freq,v3d_freq,gpu_freq,policy6_freq,policy4_freq_min,gpu_freq_min,cpu_governor,emc_max_freq,Config_ID,TestName,cpu_freq_max,dmc_freq_max,cores_online,policy0_freq_max,core_freq,arm_freq_min,policy0_freq_min,v3d_freq_min,Governor,policy6_freq_max,Config_Name,conv_avg_ms,total_exec_ms,Kernel Runtime,Region of Interest,idle_power_w,run_power_w
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq1600\run6,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,1600,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,57434.626206,1251.517773,1251.519884,3.2866666666666666,6.9142857142857155
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq1700\run1,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,1700,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,63764.998444,1179.416755,1179.418633,3.18,7.228571428571429
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq1700\run2,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,1700,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,57707.334391,1180.267821,1180.269607,3.2266666666666666,7.4
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq1700\run3,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,1700,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,65940.832201,1180.298644,1180.300251,3.2266666666666666,7.242857142857143
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq1700\run4,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,1700,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,56485.782152,1179.089932,1179.091407,3.18,7.2
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq1700\run5,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,1700,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,57743.209003,1180.113485,1180.114792,3.2,7.185714285714285
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq1700\run6,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,1700,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,51876.488617,1179.071251,1179.072825,3.28,7.2
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq1800\run1,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,1800,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,60164.108686,1115.687573,1115.68954,3.2133333333333334,7.7
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq1800\run2,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,1800,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,61242.944037,1115.209688,1115.211244,3.146666666666667,7.5857142857142845
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq1800\run3,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,1800,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,59040.656705,1115.675858,1115.677536,3.24,7.6
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq1800\run4,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,1800,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,54542.447745,1115.199136,1115.201114,3.253333333333333,7.6571428571428575
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq1800\run5,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,1800,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,72422.201105,1115.580166,1115.582003,3.2266666666666666,7.642857142857143
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq1800\run6,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,1800,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,57922.888836,1115.091621,1115.093695,3.22,7.7
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq1900\run1,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,1900,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,71081.556068,1060.015021,1060.016825,3.18,7.9437500000000005
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq1900\run2,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,1900,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,59103.300669,1057.462333,1057.464425,3.2,7.9
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq1900\run3,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,1900,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,57028.03928,1058.228059,1058.229948,3.2,7.8428571428571425
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq1900\run4,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,1900,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,61268.196056,1056.804488,1056.806577,3.24,7.9
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq1900\run5,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,1900,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,59135.737817,1058.439044,1058.440351,3.24,7.928571428571429
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq1900\run6,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,1900,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,61237.296074,1056.812044,1056.813378,3.2733333333333334,7.8
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2000\run1,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2000,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,55550.237967,1006.177247,1006.178859,3.253333333333333,8.0
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2000\run2,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2000,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,53372.945727,1005.82304,1005.824918,3.1600000000000006,8.0
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2000\run3,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2000,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,55369.241078,1006.449259,1006.450674,3.18,8.0
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2000\run4,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2000,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,55370.192726,1006.308574,1006.310377,3.146666666666667,8.0
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2000\run5,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2000,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,57357.155096,1006.488536,1006.490266,3.193333333333334,8.0
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2000\run6,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2000,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,58409.675965,1006.295362,1006.297014,3.2199999999999998,8.1
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2100\run1,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2100,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,65467.348443,959.728644,959.730551,3.22,8.4
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2100\run2,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2100,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,61465.411445,962.529726,962.531666,3.2199999999999998,8.283333333333333
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2100\run3,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2100,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,54713.672671,959.821855,959.823825,3.2266666666666666,8.3
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2100\run4,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2100,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,57595.693021,959.664962,959.666711,3.2266666666666666,8.3
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2100\run5,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2100,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,56628.7043,959.561633,959.563025,3.2266666666666666,8.2
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2100\run6,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2100,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,59552.353501,959.876807,959.878636,3.28,8.3
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2200\run1,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2200,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,61650.639111,916.625755,916.627307,3.2066666666666666,8.6
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2200\run2,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2200,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,57895.382391,917.383521,917.385192,3.2933333333333334,8.5
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2200\run3,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2200,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,57812.210743,917.274262,917.275751,3.2,8.5
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2200\run4,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2200,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,56936.578559,916.983744,916.985525,3.2066666666666666,8.5
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2200\run5,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2200,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,57930.427429,917.470336,917.471696,3.253333333333333,8.5
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2200\run6,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2200,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,57802.563188,916.568047,916.569829,3.1933333333333334,8.5
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2300\run1,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2300,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,57173.50028,877.821096,877.822544,3.22,8.7
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2300\run2,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2300,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,54539.64643,878.061892,878.063548,3.22,8.7
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2300\run3,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2300,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,34370.781665,877.527562,877.529333,3.253333333333333,8.8
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2300\run4,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2300,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,58060.123243,878.102521,878.104218,3.2,8.8
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2300\run5,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2300,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,59838.912298,878.395307,878.396537,3.253333333333333,8.8
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2300\run6,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2300,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,59812.306742,878.354814,878.356618,3.2733333333333334,8.9
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2400\run1,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,38169.848292,842.624751,842.626085,3.12,9.0
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2400\run2,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,61671.691056,842.918403,842.91997,3.2,9.1
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2400\run3,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,59117.312964,842.510247,842.511644,3.28,9.1
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2400\run4,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,88618.092188,842.36067,842.362236,3.2266666666666666,9.177777777777777
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2400\run5,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,33781.951684,842.883478,842.884796,3.3399999999999994,9.0
bench_logs\HPEC\KMeans-OpenMP-PI-t4\arm_freq2400\run6,OpenMP,RaspberryPiComputeModule5,KMeans,4,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,KMeans-OpenMP-PI-t4,0,0,0,0,910,0,0,500,performance,0,0,,44726.924066,842.748826,842.750196,3.2266666666666666,9.0
bench_logs\HPEC\SPMV-OpenCL-PI\v3d_freq500\run1,OpenCL,RaspberryPiComputeModule5,SPMV,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,SPMV-OpenCL-PI,0,0,0,0,910,2400,0,0,performance,0,0,,58768.528187,406.972862,442.688978,3.3333333333333335,4.251612903225807
bench_logs\HPEC\SPMV-OpenCL-PI\v3d_freq500\run2,OpenCL,RaspberryPiComputeModule5,SPMV,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,SPMV-OpenCL-PI,0,0,0,0,910,2400,0,0,performance,0,0,,57628.218187,406.985977,439.22286,3.3333333333333335,4.151612903225806
bench_logs\HPEC\SPMV-OpenCL-PI\v3d_freq500\run3,OpenCL,RaspberryPiComputeModule5,SPMV,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,SPMV-OpenCL-PI,0,0,0,0,910,2400,0,0,performance,0,0,,73003.611179,407.084246,439.083927,3.3399999999999994,4.19
bench_logs\HPEC\SPMV-OpenCL-PI\v3d_freq500\run4,OpenCL,RaspberryPiComputeModule5,SPMV,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,SPMV-OpenCL-PI,0,0,0,0,910,2400,0,0,performance,0,0,,58958.484187,407.098091,439.76215,3.3333333333333335,4.187096774193549
bench_logs\HPEC\SPMV-OpenCL-PI\v3d_freq500\run5,OpenCL,RaspberryPiComputeModule5,SPMV,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,SPMV-OpenCL-PI,0,0,0,0,910,2400,0,0,performance,0,0,,58967.035169,407.147652,438.296939,3.3733333333333335,4.173333333333334
bench_logs\HPEC\SPMV-OpenCL-PI\v3d_freq500\run6,OpenCL,RaspberryPiComputeModule5,SPMV,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,SPMV-OpenCL-PI,0,0,0,0,910,2400,0,0,performance,0,0,,58539.371872,407.076714,438.94116,3.3,4.17741935483871
bench_logs\HPEC\SPMV-OpenCL-PI\v3d_freq550\run1,OpenCL,RaspberryPiComputeModule5,SPMV,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,SPMV-OpenCL-PI,0,0,0,0,910,2400,0,0,performance,0,0,,55550.502207,371.242024,402.448599,3.2866666666666666,4.193548387096774
bench_logs\HPEC\SPMV-OpenCL-PI\v3d_freq550\run2,OpenCL,RaspberryPiComputeModule5,SPMV,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,SPMV-OpenCL-PI,0,0,0,0,910,2400,0,0,performance,0,0,,55480.665819,371.117249,409.143489,3.306666666666666,4.287096774193548
bench_logs\HPEC\SPMV-OpenCL-PI\v3d_freq550\run3,OpenCL,RaspberryPiComputeModule5,SPMV,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,SPMV-OpenCL-PI,0,0,0,0,910,2400,0,0,performance,0,0,,55527.992726,371.155329,405.588238,3.2266666666666666,4.264516129032257
bench_logs\HPEC\SPMV-OpenCL-PI\v3d_freq550\run4,OpenCL,RaspberryPiComputeModule5,SPMV,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,SPMV-OpenCL-PI,0,0,0,0,910,2400,0,0,performance,0,0,,56177.845355,371.171003,405.223994,3.3333333333333335,4.216129032258064
bench_logs\HPEC\SPMV-OpenCL-PI\v3d_freq550\run5,OpenCL,RaspberryPiComputeModule5,SPMV,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,SPMV-OpenCL-PI,0,0,0,0,910,2400,0,0,performance,0,0,,56336.602281,371.239029,410.140781,3.28,4.272413793103448
bench_logs\HPEC\SPMV-OpenCL-PI\v3d_freq550\run6,OpenCL,RaspberryPiComputeModule5,SPMV,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,SPMV-OpenCL-PI,0,0,0,0,910,2400,0,0,performance,0,0,,55077.630875,371.111253,405.713432,3.313333333333333,4.283870967741935
bench_logs\HPEC\SPMV-OpenCL-PI\v3d_freq600\run1,OpenCL,RaspberryPiComputeModule5,SPMV,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,SPMV-OpenCL-PI,0,0,0,0,910,2400,0,0,performance,0,0,,53331.77769,341.535502,367.753303,3.26,4.328
bench_logs\HPEC\SPMV-OpenCL-PI\v3d_freq600\run2,OpenCL,RaspberryPiComputeModule5,SPMV,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,SPMV-OpenCL-PI,0,0,0,0,910,2400,0,0,performance,0,0,,54701.433652,341.673357,372.492562,3.3266666666666667,4.308
bench_logs\HPEC\SPMV-OpenCL-PI\v3d_freq600\run3,OpenCL,RaspberryPiComputeModule5,SPMV,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,SPMV-OpenCL-PI,0,0,0,0,910,2400,0,0,performance,0,0,,55068.737041,341.47449,375.32398,3.3399999999999994,4.356
bench_logs\HPEC\SPMV-OpenCL-PI\v3d_freq600\run4,OpenCL,RaspberryPiComputeModule5,SPMV,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,SPMV-OpenCL-PI,0,0,0,0,910,2400,0,0,performance,0,0,,54013.542227,341.399959,373.304397,3.3333333333333335,4.336
bench_logs\HPEC\SPMV-OpenCL-PI\v3d_freq600\run5,OpenCL,RaspberryPiComputeModule5,SPMV,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,SPMV-OpenCL-PI,0,0,0,0,910,2400,0,0,performance,0,0,,54032.932782,341.355575,372.828715,3.3399999999999994,4.372000000000001
