run_dir,Platform,Device,Algorithm,Threads,Signal_Length,Filter_Length,Backend,N_FFT,Banks,Channels,governor,dmc_governor,arm_freq,core_freq_min,gpu_governor,Device,policy0_freq,policy4_freq_max,over_voltage_min,over_voltage,gpu_freq_max,cpu_freq_min,cpu_freq,policy6_freq_min,dmc_freq_min,dmc_freq,policy4_freq,v3d_freq,gpu_freq,policy6_freq,policy4_freq_min,gpu_freq_min,cpu_governor,emc_max_freq,Config_ID,TestName,cpu_freq_max,dmc_freq_max,cores_online,policy0_freq_max,core_freq,arm_freq_min,policy0_freq_min,v3d_freq_min,Governor,policy6_freq_max,Config_Name,conv_avg_ms,total_exec_ms,Kernel Runtime,Region of Interest,idle_power_w,run_power_w
bench_logs\HPEC\BFS-serial-PI\arm_freq2300\run4,Serial,RaspberryPiComputeModule5,BFS,1,,,,,,,0,0,2300,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,BFS-serial-PI,0,0,0,0,910,0,0,500,performance,0,0,,88540.739596,6153.992521,6153.99391,3.253333333333333,4.314285714285714
bench_logs\HPEC\BFS-serial-PI\arm_freq2300\run5,Serial,RaspberryPiComputeModule5,BFS,1,,,,,,,0,0,2300,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,BFS-serial-PI,0,0,0,0,910,0,0,500,performance,0,0,,100709.04881,6140.972886,6140.974274,3.1733333333333333,4.332142857142857
bench_logs\HPEC\BFS-serial-PI\arm_freq2300\run6,Serial,RaspberryPiComputeModule5,BFS,1,,,,,,,0,0,2300,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,BFS-serial-PI,0,0,0,0,910,0,0,500,performance,0,0,,82352.606173,6143.824138,6143.825546,3.2666666666666666,4.353571428571429
bench_logs\HPEC\BFS-serial-PI\arm_freq2400\run1,Serial,RaspberryPiComputeModule5,BFS,1,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,BFS-serial-PI,0,0,0,0,910,0,0,500,performance,0,0,,86704.057893,6059.97215,6059.973644,3.146666666666667,4.239285714285715
bench_logs\HPEC\BFS-serial-PI\arm_freq2400\run2,Serial,RaspberryPiComputeModule5,BFS,1,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,BFS-serial-PI,0,0,0,0,910,0,0,500,performance,0,0,,93036.403611,6049.340441,6049.342008,3.086666666666667,4.317857142857143
bench_logs\HPEC\BFS-serial-PI\arm_freq2400\run3,Serial,RaspberryPiComputeModule5,BFS,1,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,BFS-serial-PI,0,0,0,0,910,0,0,500,performance,0,0,,86600.875097,6036.779132,6036.780676,3.2133333333333334,4.296428571428572
bench_logs\HPEC\BFS-serial-PI\arm_freq2400\run4,Serial,RaspberryPiComputeModule5,BFS,1,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,BFS-serial-PI,0,0,0,0,910,0,0,500,performance,0,0,,86634.371763,6035.490515,6035.492008,3.2199999999999998,4.370588235294117
bench_logs\HPEC\BFS-serial-PI\arm_freq2400\run5,Serial,RaspberryPiComputeModule5,BFS,1,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,BFS-serial-PI,0,0,0,0,910,0,0,500,performance,0,0,,104829.843641,6029.147972,6029.14941,3.1733333333333333,4.267857142857143
bench_logs\HPEC\BFS-serial-PI\arm_freq2400\run6,Serial,RaspberryPiComputeModule5,BFS,1,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,BFS-serial-PI,0,0,0,0,910,0,0,500,performance,0,0,,86532.072615,6031.551293,6031.552651,3.1666666666666665,4.428571428571429
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq500\run1,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,88496.691169,1.536292,1.171796,3.2733333333333334,3.8636363636363638
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq500\run2,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,100558.994348,1.519723,6.852318,3.246666666666667,3.8690909090909087
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq500\run3,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,88281.672336,1.546543,2.822981,3.2133333333333334,3.890909090909091
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq500\run4,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,90315.916817,1.512701,5.209048,3.2733333333333334,3.847272727272727
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq500\run5,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,89278.535243,1.513134,18446744073705.934,3.3,3.8777777777777778
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq500\run6,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,89145.088002,1.530026,0.947894,3.28,3.885185185185185
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq550\run1,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,85512.605319,1.432473,4.217526,3.28,3.9530612244897956
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq550\run2,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,86300.262134,1.435605,6.584146,3.313333333333333,3.936734693877551
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq550\run3,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,86140.595189,1.440659,14942453310507.52,3.1666666666666665,3.9877551020408166
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq550\run4,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,90521.554076,1.439771,5.952101,3.36,3.9714285714285715
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq550\run5,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,86344.141579,1.442205,9646643112185.312,3.3333333333333335,3.883673469387755
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq550\run6,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,87435.910373,1.435858,0.7823,3.3399999999999994,3.938775510204082
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq600\run1,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,85626.777764,1.364035,2.706639,3.1666666666666665,3.9673469387755103
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq600\run2,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,84865.959134,1.360648,5.307092,3.18,3.9183673469387754
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq600\run3,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,83830.933672,1.348121,1.663749,3.2866666666666666,3.9625
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq600\run4,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,83910.299413,1.35199,4.06162,3.1933333333333334,3.979591836734694
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq600\run5,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,84906.23169,1.353056,18446744073707.75,3.2933333333333334,3.9489795918367347
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq600\run6,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,92733.411426,1.343036,1.327718,3.2666666666666666,3.970833333333333
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq650\run1,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,83037.477043,1.296905,18446744073705.523,3.18,4.0285714285714285
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq650\run2,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,80804.077156,1.284892,4.116721,3.246666666666667,3.938775510204082
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq650\run3,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,81575.83447,1.256901,0.48828,3.2733333333333334,4.00625
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq650\run4,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,83512.791098,1.278702,3.598433,3.28,3.9714285714285715
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq650\run5,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,82902.145895,1.280478,5138313984246.427,3.26,3.9693877551020407
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq650\run6,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,83869.554542,1.278826,0.646743,3.26,4.004081632653061
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq700\run1,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,82115.019951,1.246822,2.022247,3.246666666666667,4.004651162790697
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq700\run2,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,81165.625266,1.251324,2.992601,3.22,4.011627906976744
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq700\run3,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,81082.476674,1.254004,13623422517616.852,3.22,4.097674418604651
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq700\run4,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,80698.847804,1.234646,3.399765,3.2133333333333334,4.086046511627907
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq700\run5,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,80653.13934,1.231451,3.319838,3.22,4.02093023255814
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq700\run6,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,79904.079767,1.247251,1.474532,3.2,4.037209302325581
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq750\run1,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,78869.689231,1.170356,18446744073705.934,3.253333333333333,4.002325581395349
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq750\run2,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,78518.037934,1.201898,17738011110364.363,3.28,4.037209302325581
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq750\run3,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,79342.106027,1.198272,1.462172,3.26,4.002325581395349
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq750\run4,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,77415.50062,1.191055,13150933875386.959,3.253333333333333,4.067441860465116
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq750\run5,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,80616.76473,1.196935,1.676064,3.32,4.132558139534884
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq750\run6,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,80264.093433,1.178089,1.52081,3.24,4.162790697674419
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq800\run1,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,80303.764989,1.150875,18446744073707.87,3.2066666666666666,4.057142857142857
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq800\run2,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,76377.511862,1.144204,3.628328,3.2,4.1069767441860465
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq800\run3,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,78732.572397,1.143197,16694598692107.975,3.24,4.058139534883721
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq800\run4,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,78959.851546,1.118286,2.958337,3.24,4.067441860465117
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq800\run5,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,79342.037601,1.149781,2.503517,3.2733333333333334,4.111627906976744
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq800\run6,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,78277.533472,1.145909,0.732777,3.1133333333333337,4.109302325581395
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq850\run1,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,96046.715109,1.113264,18446744073700.098,3.2066666666666666,4.074418604651163
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq850\run2,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,77929.250065,1.110046,2.093433,3.2,4.065116279069767
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq850\run3,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,76825.847991,1.111329,1.369874,3.2066666666666666,4.030232558139534
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq850\run4,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,76467.516381,1.110652,2.301057,3.14,4.035714285714286
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq850\run5,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,75736.735307,1.078931,17383644628692.363,3.18,4.088095238095238
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq850\run6,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,76833.737862,1.105814,1.786324,3.246666666666667,4.072093023255814
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq900\run1,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,77935.028731,1.076842,18446744073702.75,3.1733333333333333,4.154761904761905
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq900\run2,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,75799.760621,1.088353,18407370020189.395,3.2066666666666666,4.135714285714285
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq900\run3,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,75905.458899,1.075443,2.467132,3.2,4.142857142857143
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq900\run4,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,75611.748399,1.072965,13623422517616.4,3.2133333333333334,4.191891891891892
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq900\run5,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,75754.420196,1.074652,18407370020189.465,3.193333333333334,4.165116279069768
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq900\run6,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,76714.72464,1.058471,8642604747447.722,3.14,4.088372093023255
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq960\run1,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,75002.919362,1.033982,6.967511,3.246666666666667,4.186486486486487
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq960\run2,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,73836.320808,1.036506,7.013661,3.313333333333333,4.151351351351352
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq960\run3,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,75615.404844,1.036674,18446744073709.582,3.2266666666666666,4.186486486486487
bench_logs\HPEC\FFT-OpenCL-PI-32k\v3d_freq960\run4,OpenCL,RaspberryPiComputeModule5,FFT,,,,,,,,0,0,2400,960,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,FFT-OpenCL-PI-32k,0,0,0,0,960,2400,0,0,performance,0,0,,74984.401048,1.04663,5.450239,3.2,4.308108108108108
